Start_push	End_push	Pushes_duration	X	Y	Z	80ArAr(ArAr80Di)	Myelope_276((2967))Y89(Y89Di)	Histone_126((2979))In113(In113Di)	SMA_174((2780))In115(In115Di)	131Xe(Xe131Di)	134Xe(Xe134Di)	136Ba(Ba136Di)	138La(La138Di)	CD16_1820((2945))Pr141(Pr141Di)	CD38_1719((2961))Nd142(Nd142Di)	HLA-DR_1849((2953))Nd143(Nd143Di)	CD27_2231((2946))Nd144(Nd144Di)	CD15_627((2954))Nd145(Nd145Di)	CD45RA_732((2955))Nd146(Nd146Di)	CD163_1863((2947))Sm147(Sm147Di)	Beta-2M_1855((2962))Nd148(Nd148Di)	CD20_36((2980))Sm149(Sm149Di)	CD68_77((2963))Nd150(Nd150Di)	Indolea_2281((2981))Eu151(Eu151Di)	CD3_1841((2941))Sm152(Sm152Di)	LAG-3_1817((2982))Eu153(Eu153Di)	CD11c_2406((2983))Sm154(Sm154Di)	CD279(P_1743((2762))Gd155(Gd155Di)	CD140b(_1938((2948))Gd156(Gd156Di)	CD7_2258((2956))Gd158(Gd158Di)	Granzym_2215((2819))Tb159(Tb159Di)	CD274(B_2298((2949))Gd160(Gd160Di)	TCF1TCF_2221((2984))Dy161(Dy161Di)	CD45RO_2014((2950))Dy162(Dy162Di)	FOXP3_115((2942))Dy163(Dy163Di)	CD278(I_1815((2951))Dy164(Dy164Di)	CD8a_1718((2957))Ho165(Ho165Di)	Carboni_2443((2985))Er166(Er166Di)	CD33_2237((2986))Er167(Er167Di)	Ki-67_142((2965))Er168(Er168Di)	VISTA_2024((2966))Tm169(Tm169Di)	CD40_2255((2821))Er170(Er170Di)	CD4_2293((2943))Yb171(Yb171Di)	CD14_2275((2958))Yb172(Yb172Di)	E-Cadhe_103((2959))Yb173(Yb173Di)	CD303_2313((2952))Yb174(Yb174Di)	CD206(M_324((2960))Lu175(Lu175Di)	cleaved_198((2944))Yb176(Yb176Di)	DNA1(Ir191Di)	DNA2(Ir193Di)	196Pt(Pt196Di)	206Pb(Pb206Di)
3110	3301	192	0	0	0	8067.781	0.000	21.807	0.000	85.946	36.242	43.094	4.229	0.000	0.000	11.918	2.000	20.947	0.000	0.000	15.863	1.000	2.000	9.616	1.360	1.142	2.000	2.434	5.194	13.207	7.765	3.000	5.492	23.437	2.780	7.508	1.959	10.130	6.428	137.361	4.812	2.916	5.252	10.804	32.527	6.101	5.404	0.000	210.031	400.832	0.842	1.828
3302	3493	192	1	0	1	7814.213	0.000	36.018	2.000	80.988	22.010	23.769	1.000	4.000	0.000	19.650	0.000	6.725	6.298	0.000	29.387	6.553	7.515	8.680	1.329	1.395	4.751	1.000	4.939	15.891	6.987	10.290	9.693	21.381	2.000	2.280	9.345	8.479	9.446	150.573	2.516	2.553	11.583	13.933	47.026	10.102	7.078	0.000	191.442	325.969	1.000	0.000
3494	3685	192	2	0	2	8095.520	0.000	21.466	0.000	79.268	35.071	34.119	5.962	9.000	0.000	28.846	4.023	3.202	2.465	3.593	14.268	3.256	9.033	3.000	4.701	0.000	2.526	2.326	4.789	12.190	7.987	1.226	13.088	21.710	3.170	0.000	2.000	8.839	11.135	87.867	2.000	3.072	12.080	33.977	105.607	5.602	1.136	3.183	76.944	132.338	0.000	0.000
3686	3877	192	3	0	3	8109.541	0.000	11.260	1.000	66.112	27.386	32.141	5.329	12.139	0.617	73.033	3.612	1.000	1.839	8.874	29.664	1.507	3.336	3.442	10.888	2.666	4.384	3.900	1.214	8.553	9.475	2.322	2.000	24.307	4.224	1.000	2.000	3.912	15.544	51.983	11.888	5.030	12.397	49.825	161.894	12.069	6.710	2.039	58.817	114.123	0.000	0.000
3878	4069	192	4	0	4	7973.865	1.764	2.515	0.000	75.689	48.109	34.215	3.000	13.847	6.018	112.828	3.170	2.150	0.000	21.183	23.006	5.516	8.644	2.000	3.942	1.490	1.795	3.091	10.369	10.452	13.750	6.935	3.649	29.637	0.000	1.563	2.567	7.236	13.692	55.017	2.000	10.997	23.239	63.409	135.412	6.834	24.270	0.000	63.150	126.677	0.000	1.000
4071	4262	192	5	0	5	8512.908	0.000	11.061	3.294	83.717	42.628	26.910	2.641	5.508	2.000	101.745	2.147	1.461	2.306	19.528	18.935	1.000	17.653	1.000	3.056	2.268	8.661	1.000	1.000	3.985	7.351	2.516	2.875	22.636	1.000	2.000	1.077	4.029	18.958	20.823	12.712	9.096	21.656	50.447	149.304	19.238	15.793	0.000	57.665	103.929	1.000	0.000
4263	4454	192	6	0	6	8397.752	1.000	15.434	2.357	102.104	41.202	30.815	2.038	4.354	1.617	36.795	1.000	1.000	3.181	15.996	23.351	2.166	4.259	7.723	6.365	2.015	0.000	0.574	2.789	6.274	4.381	1.290	4.781	12.242	4.216	4.680	0.000	3.014	9.216	17.710	2.846	4.213	10.874	32.026	114.611	12.003	10.721	1.000	140.542	208.724	1.000	0.000
4455	4646	192	7	0	7	9226.828	0.000	29.955	1.006	93.255	35.255	30.696	9.833	0.000	1.000	23.537	3.977	4.679	1.434	5.780	12.206	1.601	5.242	1.357	2.214	0.000	2.907	1.000	6.089	9.672	5.158	4.806	4.261	13.260	5.451	6.090	2.469	1.000	6.314	16.861	3.879	7.517	10.119	20.633	60.868	3.834	4.342	0.000	243.324	359.604	5.470	2.617
4647	4838	192	8	0	8	7817.846	1.000	23.639	1.000	75.090	27.418	20.604	3.199	0.000	0.000	10.248	1.116	2.958	0.000	2.000	3.036	0.000	1.000	3.461	1.044	0.000	0.000	0.000	3.469	2.701	4.183	0.000	5.266	8.704	3.956	1.075	0.000	2.211	1.000	31.451	2.175	1.000	2.000	8.228	26.396	1.000	4.342	1.000	166.122	307.639	2.157	0.000
4839	5030	192	9	0	9	8204.837	0.000	21.381	0.000	110.412	47.963	23.968	4.718	1.000	0.000	4.000	2.450	2.274	3.088	2.000	2.944	5.432	0.000	0.000	2.708	0.000	2.049	4.218	2.683	0.000	2.866	4.000	3.000	15.598	1.000	0.000	1.000	1.832	3.706	18.666	3.637	0.000	4.417	1.261	13.691	2.000	1.000	1.642	180.825	378.441	2.349	0.000
5031	5222	192	10	0	10	8461.403	0.000	18.837	0.000	89.546	33.255	27.785	2.038	0.000	0.000	1.000	1.000	2.000	2.000	0.000	1.000	3.000	0.000	3.893	1.000	1.000	1.176	1.000	0.000	2.059	0.644	1.000	6.467	7.792	1.072	1.628	2.220	4.829	2.000	28.714	0.725	1.850	0.000	1.000	1.000	2.034	0.000	0.000	137.306	280.557	0.000	2.000
5224	5415	192	11	0	11	7982.834	2.000	22.783	2.000	73.110	35.691	29.440	1.160	0.000	2.018	1.000	1.000	6.290	0.000	1.281	0.000	1.000	3.085	0.000	0.000	0.000	2.717	0.000	1.182	2.000	6.148	1.000	3.000	6.181	0.000	1.000	1.436	3.342	0.000	34.516	0.000	0.000	2.126	0.000	7.988	3.000	2.170	1.000	142.822	297.563	0.000	0.000
5416	5607	192	12	0	12	8438.338	0.000	37.535	3.524	98.806	44.185	27.739	3.718	0.615	1.000	3.969	1.364	3.735	1.028	0.000	2.000	1.601	7.641	2.767	0.000	0.000	1.000	3.983	3.130	1.000	3.191	0.000	3.072	9.802	3.664	6.625	1.000	13.664	2.673	48.375	0.000	1.784	2.000	8.041	20.936	12.836	1.270	0.000	196.167	322.018	0.000	2.975
5608	5799	192	13	0	13	8264.027	0.000	23.383	1.179	109.891	36.953	42.922	1.008	0.000	0.000	2.670	0.000	4.855	4.028	0.000	13.087	1.727	6.690	4.388	0.000	0.000	1.000	0.000	1.000	3.733	7.534	2.000	4.229	13.839	2.040	4.182	1.000	14.686	2.640	20.322	1.890	1.000	4.000	4.000	39.337	5.534	2.237	0.000	153.039	256.142	2.980	1.000
5800	5991	192	14	0	14	8333.433	1.000	18.379	0.000	99.065	39.691	28.807	3.665	1.723	1.296	9.289	2.271	0.000	0.000	0.000	12.116	0.000	0.000	10.065	3.732	0.000	0.000	2.083	2.364	15.679	5.250	4.322	4.716	16.316	1.000	4.280	1.000	6.857	11.479	28.443	3.406	3.601	5.861	3.958	128.511	6.902	1.905	0.000	106.848	176.816	5.663	1.792
5992	6183	192	15	0	15	9020.408	0.000	19.724	1.000	100.293	62.384	31.752	1.000	0.000	2.000	15.495	4.597	0.000	4.459	0.000	9.953	4.046	6.399	11.286	4.657	0.000	4.751	2.000	4.044	120.300	2.963	4.838	3.942	16.964	3.216	4.908	4.395	3.832	7.412	47.257	7.834	14.289	10.278	22.604	171.613	11.671	1.705	3.273	91.325	138.445	2.297	1.000
6185	6376	192	16	0	16	8027.681	1.000	24.210	2.000	86.727	49.502	27.670	6.222	0.000	5.178	10.670	1.000	5.487	9.456	2.281	7.353	2.763	3.605	13.709	6.567	4.315	3.306	2.000	2.000	172.599	8.309	4.258	1.000	13.028	3.000	2.000	1.077	5.192	8.593	293.306	2.000	4.255	17.186	17.380	180.074	11.837	4.443	2.000	239.374	428.949	0.000	1.290
6377	6568	192	17	0	17	8404.767	1.000	20.952	5.840	84.058	42.955	28.313	5.428	1.000	1.573	12.877	3.000	17.962	7.731	1.000	18.906	6.162	6.637	10.670	4.265	1.300	1.000	2.000	5.492	237.355	15.173	5.516	6.557	11.061	8.927	1.433	4.089	6.090	14.102	617.975	8.482	11.481	8.523	18.322	75.714	9.968	1.000	3.283	443.752	909.453	5.052	0.000
6569	6760	192	18	0	18	8543.538	1.202	25.667	3.000	88.548	46.882	31.959	2.000	1.000	1.000	8.134	1.302	22.937	1.278	0.000	25.353	5.579	4.385	6.723	8.149	3.934	5.003	1.243	3.683	260.466	26.012	5.548	2.069	9.926	0.000	2.368	1.000	12.494	13.054	668.078	11.085	4.742	6.510	10.419	63.277	4.301	1.000	2.680	388.550	787.675	1.157	1.000
6761	6952	192	19	0	19	8793.631	1.000	23.640	1.437	88.158	51.177	33.749	2.619	0.000	0.000	8.072	0.000	24.019	9.703	0.000	13.801	3.041	6.508	6.354	20.450	0.000	5.881	2.000	13.254	595.333	89.059	12.419	0.776	5.269	2.000	5.693	0.588	8.010	7.279	579.729	18.008	6.180	2.000	27.479	50.496	4.368	4.239	1.000	476.837	851.462	3.718	1.000
6953	7144	192	20	0	20	8071.502	0.000	27.212	1.000	108.903	44.124	43.750	2.710	0.000	2.000	7.278	3.000	25.123	10.661	1.000	32.082	1.162	8.155	7.595	23.738	0.000	1.000	3.000	2.000	744.857	133.307	6.097	1.259	12.677	7.794	7.690	6.309	8.501	6.263	383.434	36.398	12.571	10.192	18.202	49.719	9.769	1.000	0.000	324.925	515.092	4.788	1.000
7146	7337	192	21	0	21	8234.331	0.000	24.754	0.000	73.690	33.806	37.268	13.216	1.000	3.345	5.237	4.814	5.513	13.474	0.000	25.438	6.306	7.193	3.587	24.317	2.173	7.707	4.919	3.853	487.391	103.633	9.128	4.298	9.301	6.191	7.569	3.306	5.272	8.904	140.400	27.928	3.751	11.417	23.392	68.778	9.904	3.376	0.000	225.442	381.586	1.561	0.000
7338	7529	192	22	0	22	9217.130	0.000	37.935	2.000	101.645	56.497	25.506	5.123	1.000	3.666	3.000	2.333	3.171	3.275	1.000	18.378	3.606	1.000	7.837	25.112	0.000	6.751	2.326	5.993	354.672	36.425	8.128	8.270	5.885	2.430	7.611	1.000	8.086	6.542	80.837	14.767	4.000	7.940	26.914	159.291	21.705	2.604	1.000	167.874	363.043	5.295	1.828
7530	7721	192	23	0	23	8884.703	0.000	29.473	1.000	67.070	37.570	36.300	4.496	1.000	6.417	2.938	3.023	9.502	3.960	0.000	16.465	1.790	8.334	6.133	25.857	1.395	0.668	3.441	6.855	244.814	32.264	7.741	12.217	20.205	3.455	4.843	2.110	5.596	9.231	34.286	15.041	4.757	9.199	33.391	144.578	11.971	5.111	3.345	182.829	311.018	3.000	1.505
7722	7913	192	24	0	24	7796.625	0.000	31.870	2.242	99.545	42.709	28.488	8.398	2.677	0.000	7.547	2.550	10.855	4.020	0.000	15.680	1.068	6.934	15.264	13.180	2.000	1.271	1.115	6.290	184.046	5.000	7.322	14.832	9.232	1.332	1.000	6.701	5.090	6.821	69.031	16.393	5.823	9.954	17.741	168.931	12.803	0.000	0.000	178.789	421.311	2.000	0.000
7914	8105	192	25	0	25	8192.526	0.000	30.842	1.000	83.048	37.593	41.972	2.657	0.000	2.283	10.969	0.558	5.958	4.742	2.000	14.143	0.000	9.295	10.502	19.278	2.378	0.000	2.000	3.514	214.335	12.269	7.645	10.437	13.339	4.061	3.931	1.143	1.000	4.886	124.725	8.207	7.607	7.417	11.808	125.009	9.669	1.370	1.039	235.346	341.667	3.595	1.000
8107	8298	192	26	0	26	8063.991	0.000	25.208	0.460	66.502	35.320	18.596	2.000	1.000	4.165	6.876	3.705	6.829	4.371	0.000	13.391	3.166	5.438	10.112	9.635	1.000	2.748	1.542	17.168	144.317	11.529	3.322	3.490	13.950	4.000	6.475	1.567	6.160	3.000	87.503	13.425	2.421	6.073	9.290	75.154	1.000	1.000	4.843	201.956	427.451	2.858	2.075
8299	8490	192	27	0	27	8165.007	1.000	30.414	1.920	85.338	39.482	30.554	3.810	1.000	1.000	3.000	1.000	0.280	3.000	0.000	13.521	0.000	1.000	7.903	5.416	2.000	0.000	0.701	13.452	85.003	16.745	2.064	8.298	14.089	1.000	6.954	3.208	1.243	12.265	100.723	3.933	2.000	5.000	9.622	88.679	7.734	0.000	4.077	232.183	460.156	0.000	4.401
8491	8682	192	28	0	28	8031.961	0.000	36.759	3.552	61.740	26.421	36.593	10.543	0.000	3.000	6.299	3.806	5.134	2.247	1.000	13.338	1.350	7.068	2.041	11.090	1.000	2.000	2.000	6.054	78.168	6.346	3.097	8.531	19.812	2.000	4.693	0.000	2.552	3.263	72.303	6.526	0.000	8.927	13.293	101.024	11.470	1.705	1.000	256.915	396.707	1.000	3.832
8683	8874	192	29	0	29	8282.794	1.000	51.631	2.955	82.097	46.039	30.547	8.329	0.000	2.838	2.000	1.000	3.243	0.000	0.000	10.671	2.068	6.564	3.262	7.282	2.585	4.228	0.000	6.484	28.501	10.690	3.419	7.624	17.520	6.978	3.000	0.000	3.043	3.280	49.455	5.098	3.222	2.848	14.086	97.536	4.301	2.237	0.000	256.422	405.827	1.000	3.000
8875	9066	192	30	0	30	9276.736	1.000	40.879	2.207	98.095	46.313	27.324	7.940	1.000	0.000	4.134	0.000	6.694	5.830	0.000	14.463	3.292	4.116	12.731	2.012	2.949	6.436	1.370	5.025	1.252	3.158	1.226	2.746	14.399	2.000	3.000	2.057	1.000	5.133	22.727	10.349	1.222	6.007	14.526	141.980	8.802	1.000	1.000	262.490	486.791	3.209	3.083
9068	9259	192	31	0	31	8635.799	0.000	40.449	4.478	88.486	39.308	28.879	9.757	0.000	1.789	3.134	2.077	8.647	1.340	2.093	10.458	11.513	6.075	6.143	1.613	0.000	0.000	2.530	5.536	5.526	4.280	1.000	5.487	21.756	6.296	0.000	4.807	3.567	7.560	8.417	5.230	1.000	3.682	8.414	72.473	6.335	2.540	0.000	259.924	420.034	3.122	4.000
9260	9451	192	32	0	32	8282.521	0.000	27.498	1.000	87.188	44.351	36.130	7.192	1.723	0.000	2.866	2.000	10.310	1.000	0.000	8.040	2.224	2.511	9.017	3.265	0.000	0.668	2.454	4.821	0.000	4.799	3.580	2.744	27.831	1.754	5.117	2.938	9.494	4.165	9.806	6.439	2.000	8.119	9.352	93.571	9.769	2.000	1.000	228.383	435.089	5.945	8.523
9452	9643	192	33	0	33	8384.340	0.000	33.789	2.099	80.538	44.371	19.021	7.894	1.046	3.000	6.217	1.023	6.264	0.000	0.000	6.698	1.000	4.353	8.342	3.973	0.000	1.000	2.199	1.000	2.027	2.480	1.258	4.624	24.743	1.000	3.410	0.000	6.119	5.199	6.650	3.043	1.222	12.841	12.082	104.290	12.303	0.000	0.000	209.816	357.853	0.000	1.000
9644	9835	192	34	0	34	8183.690	1.000	41.248	1.000	80.338	27.431	34.443	2.000	0.000	2.357	8.279	0.000	3.948	2.714	0.000	6.881	4.041	4.329	3.755	2.000	6.596	1.000	3.664	4.000	2.375	1.191	0.000	6.139	15.673	9.992	0.130	0.000	1.000	2.000	1.710	1.516	4.757	6.993	14.733	148.060	6.767	1.000	0.000	159.645	351.648	8.401	0.000
9836	10027	192	35	0	35	8096.154	2.000	41.016	2.000	93.735	41.953	19.353	4.374	1.000	0.000	7.918	1.000	5.368	2.000	0.000	8.700	5.333	1.070	4.010	2.910	0.000	0.000	1.306	3.182	2.000	10.591	1.000	14.256	12.612	0.000	4.331	1.404	4.258	6.838	5.814	3.505	0.000	8.000	18.077	145.481	6.469	1.136	0.000	270.588	552.160	4.419	0.000
10028	10219	192	36	0	36	7802.189	0.000	41.651	3.294	93.545	46.165	38.342	14.459	0.000	1.000	10.547	2.000	2.000	2.122	1.000	7.168	6.714	2.000	14.046	2.075	1.000	0.000	1.000	2.747	2.316	8.888	2.000	14.894	19.266	1.494	2.670	0.000	6.712	1.262	1.000	7.911	1.123	11.523	10.306	116.691	7.501	0.000	0.000	325.527	575.824	4.192	0.000
10221	10412	192	37	0	37	8612.030	0.000	30.241	1.000	90.446	54.734	43.221	3.160	1.416	0.000	5.907	0.000	6.098	2.652	0.000	4.973	3.548	1.000	4.051	2.942	0.000	2.000	3.000	3.514	1.000	0.000	1.000	13.541	18.909	5.606	4.550	0.000	2.716	3.886	10.444	5.976	2.024	2.656	4.186	90.278	12.037	0.000	0.000	241.271	465.515	2.174	1.000
10413	10604	192	38	0	38	8515.226	0.000	40.795	0.000	89.798	35.804	29.949	3.000	2.169	2.000	20.032	1.000	0.000	3.652	0.000	6.787	5.732	4.777	9.342	2.000	0.000	3.034	2.581	2.597	3.279	5.151	3.000	5.000	17.719	3.996	0.000	1.000	2.000	1.000	0.000	0.000	2.874	6.364	21.471	101.769	3.802	1.000	0.000	239.055	452.106	5.156	2.004
10605	10796	192	39	0	39	9117.843	0.000	52.775	3.000	88.305	46.417	46.145	4.329	2.000	2.000	14.815	6.139	7.336	1.496	1.718	7.385	0.000	11.198	7.689	2.847	1.000	13.138	1.275	4.919	3.477	5.760	10.032	10.631	25.928	2.000	3.531	0.000	2.323	7.199	0.000	1.780	8.928	13.742	51.431	131.156	16.772	0.000	0.000	328.900	539.437	1.000	0.573
10797	10988	192	40	0	40	7705.760	1.000	34.704	4.386	106.504	48.419	34.674	1.000	5.893	2.000	33.517	2.736	4.269	1.558	1.094	7.385	4.422	2.000	9.291	2.000	0.000	4.291	2.000	1.000	3.123	6.151	3.613	9.534	13.015	5.339	2.540	5.448	4.945	7.346	1.000	5.505	8.087	11.311	39.175	238.557	22.739	5.546	2.407	143.740	302.226	5.049	1.000
10989	11180	192	41	0	41	8040.093	0.000	33.985	1.179	84.107	44.431	25.333	6.008	5.108	3.388	10.341	5.248	5.145	1.496	1.312	22.789	1.000	3.605	2.451	6.049	0.000	0.540	0.000	3.779	4.284	8.237	7.677	7.912	19.700	2.000	1.270	3.000	1.113	6.740	2.315	5.482	4.147	5.550	34.337	170.630	13.538	0.000	1.642	276.053	434.089	8.258	1.000
11182	11373	192	42	0	42	8405.676	0.000	26.786	1.725	79.520	50.384	36.133	4.962	1.000	0.000	12.567	1.426	1.000	2.247	1.500	15.085	1.000	2.000	6.000	3.202	0.000	4.479	1.000	3.000	5.173	2.832	2.903	5.002	13.658	4.664	0.000	0.000	4.207	3.099	19.305	0.000	5.204	2.563	15.099	82.694	7.334	0.000	0.000	246.153	417.122	3.000	3.000
11374	11565	192	43	0	43	8464.472	0.000	21.123	2.300	71.811	49.192	30.023	10.658	5.031	1.018	21.465	1.000	2.000	1.839	4.561	13.673	7.086	1.000	12.005	1.000	2.346	1.000	5.390	5.374	4.509	2.000	3.387	7.171	21.724	3.177	2.000	3.000	2.440	1.000	91.462	3.000	4.808	7.788	34.325	93.601	5.101	1.203	0.000	336.738	563.345	7.489	0.000
11566	11757	192	44	0	44	8427.460	0.000	21.208	0.460	101.486	47.860	34.600	4.550	7.677	1.339	77.971	7.488	10.802	0.000	11.779	4.942	6.418	2.070	12.371	1.000	2.378	5.595	1.000	1.086	3.284	9.980	6.774	8.534	25.688	4.040	1.000	1.000	7.675	4.148	150.524	3.549	14.208	10.861	89.643	76.342	9.002	1.000	2.642	353.081	580.635	1.000	0.000
11758	11949	192	45	0	45	8231.559	1.000	33.957	1.000	114.282	26.549	31.033	5.604	27.310	0.000	127.406	3.977	7.507	1.620	16.123	16.555	0.000	4.462	7.587	0.000	0.000	7.912	0.000	1.246	1.738	6.119	3.226	14.956	37.160	9.772	6.745	3.514	14.453	6.608	141.276	6.362	8.204	21.444	137.400	77.224	5.035	8.677	2.000	390.223	679.257	7.662	2.613
11950	12141	192	46	0	46	8847.216	0.000	23.722	5.150	74.280	49.097	30.058	0.000	29.633	1.018	140.922	8.589	14.481	2.000	20.808	11.237	3.041	5.871	9.194	0.000	1.000	13.883	2.326	4.248	0.000	9.529	4.967	11.407	32.516	6.393	1.000	2.077	6.301	8.445	193.515	5.351	8.024	16.358	145.441	73.027	7.602	0.000	1.039	387.123	587.799	8.644	2.004
12143	12334	192	47	0	47	8437.530	3.645	26.699	3.000	80.306	50.225	20.305	1.008	46.159	1.000	173.357	3.287	3.648	3.000	24.901	12.270	2.261	2.000	6.648	4.005	2.459	6.355	3.155	4.003	7.773	5.636	1.000	5.074	37.661	3.000	4.918	0.000	9.592	8.265	401.469	2.384	28.173	19.748	161.268	86.556	7.636	2.340	1.039	246.126	467.600	1.473	2.255
12335	12526	192	48	0	48	7640.896	0.000	18.664	1.092	102.314	45.358	37.655	7.199	35.450	3.080	176.388	2.000	7.010	5.618	16.653	14.868	8.468	2.574	13.910	2.455	0.000	16.238	3.000	3.226	0.000	3.507	5.000	3.164	24.733	2.365	2.540	0.000	6.781	17.056	636.021	2.000	16.544	12.616	162.936	85.569	7.335	4.304	0.000	244.542	420.048	4.226	2.000
12527	12718	192	49	0	49	8386.709	0.000	14.265	1.782	74.170	54.547	33.497	7.680	28.110	3.759	96.271	7.302	6.544	2.000	10.748	13.018	18.542	6.060	10.701	0.000	1.000	12.568	1.000	4.000	1.000	2.416	3.161	5.300	27.072	4.105	6.471	0.000	7.792	10.675	522.537	8.362	23.016	19.073	118.265	158.702	12.870	3.136	1.106	194.238	357.395	4.735	0.000
12719	12910	192	50	0	50	9104.104	0.000	20.240	1.000	87.597	42.726	31.984	8.871	12.339	2.049	90.900	3.473	2.088	2.963	6.561	12.398	4.391	3.000	12.289	1.000	2.903	3.162	0.000	3.555	6.696	9.673	1.064	12.469	25.946	3.834	4.010	1.000	5.385	17.448	561.372	9.031	15.835	16.947	90.368	190.519	7.501	1.000	0.000	147.429	286.105	4.647	4.979
12911	13102	192	51	0	51	8482.262	0.000	12.464	1.000	77.939	31.109	27.495	4.000	9.524	0.000	58.084	3.426	6.041	2.000	5.874	16.555	5.611	0.000	8.282	1.000	1.332	1.000	0.000	2.000	3.825	4.480	0.000	3.427	6.991	3.000	2.866	1.991	6.174	9.183	322.584	7.020	12.076	7.013	47.406	151.833	7.569	1.000	1.000	149.087	301.589	5.032	6.000
13104	13295	192	52	0	52	8344.033	0.000	9.089	3.782	89.857	51.537	29.073	1.000	11.662	3.327	68.343	5.194	2.000	3.555	3.968	25.673	1.224	13.978	7.175	3.866	3.886	1.000	6.059	1.000	3.761	5.992	2.129	5.072	26.956	6.346	4.625	1.208	2.000	19.301	257.531	17.348	17.637	18.000	98.595	236.759	20.941	0.000	3.575	142.829	217.591	3.017	2.000
13296	13487	192	53	0	53	8481.734	0.000	5.174	2.006	68.959	41.374	41.602	7.588	9.893	0.000	31.063	1.116	2.368	4.646	1.062	38.252	4.799	3.738	11.845	2.487	1.776	5.352	4.275	5.897	10.277	6.599	8.387	2.425	11.524	6.368	0.000	1.665	6.080	17.958	89.353	14.734	12.959	17.801	59.280	293.586	15.304	4.805	3.819	57.468	137.828	14.328	0.000
13488	13679	192	54	0	54	9604.842	0.000	4.203	1.000	102.082	31.557	39.456	5.932	0.000	4.363	11.670	11.279	0.000	2.000	1.937	32.084	1.000	2.000	22.976	6.638	4.046	3.875	2.000	10.423	10.025	6.728	10.806	2.000	11.274	1.000	5.410	4.897	6.342	21.909	54.359	23.687	9.724	13.835	33.586	308.437	13.738	3.875	2.000	39.669	67.393	4.488	3.505
13680	13871	192	55	0	55	8992.610	0.000	3.002	0.000	58.962	41.147	32.202	5.131	2.262	1.913	8.206	4.132	2.181	2.997	0.000	25.812	5.386	3.022	12.993	4.423	2.093	4.893	2.000	8.433	22.731	11.878	11.644	3.261	7.251	6.834	4.094	10.879	8.853	8.018	12.003	17.578	3.024	13.133	29.685	180.180	16.473	1.738	2.000	20.059	28.719	2.000	3.685
13872	14063	192	56	0	56	8239.770	0.000	0.000	0.000	89.137	34.489	38.271	1.550	3.370	4.566	10.856	1.000	0.000	0.000	1.000	18.429	2.476	6.266	23.534	2.265	0.000	1.000	1.083	5.418	20.840	12.334	8.677	2.002	4.764	2.924	2.000	4.534	1.800	10.380	7.176	19.216	6.024	9.947	21.538	164.037	14.470	0.000	0.000	17.391	24.838	3.840	1.039
14064	14255	192	57	0	57	8375.857	0.000	4.430	0.000	91.088	44.124	30.987	3.405	2.785	3.283	2.639	0.000	1.000	1.000	1.000	6.472	1.000	1.000	8.231	6.954	1.000	2.000	2.000	2.693	4.637	9.042	6.612	6.300	9.839	4.105	4.592	2.000	4.240	7.626	2.743	9.064	5.619	11.921	15.123	140.952	8.036	2.000	1.843	19.831	43.753	5.647	1.000
14257	14448	192	58	0	58	8587.733	0.000	16.408	1.000	76.590	54.933	25.992	3.199	0.000	2.172	7.011	0.000	3.057	2.000	0.000	6.447	1.000	4.973	5.704	1.000	1.617	2.034	1.370	1.000	2.000	7.960	9.161	5.885	12.047	1.000	3.000	4.264	3.374	7.511	13.688	4.088	7.144	9.199	14.800	128.014	11.770	3.000	0.000	180.032	368.232	4.454	2.004
14449	14640	192	59	0	59	7838.961	0.000	21.320	2.000	72.881	39.933	26.032	6.565	1.231	0.000	1.000	0.000	1.000	2.000	0.000	6.007	0.000	6.588	9.396	2.170	0.000	2.000	0.000	5.961	6.659	12.559	5.612	4.002	7.621	0.000	1.000	0.000	3.571	4.706	35.046	6.054	4.493	4.556	12.601	100.875	4.968	1.604	0.000	209.350	313.381	4.000	6.075
14641	14832	192	60	0	60	8443.632	2.000	38.847	1.409	83.208	42.142	24.429	9.001	0.000	1.000	4.650	0.000	3.953	0.000	2.375	5.445	1.036	1.000	7.332	3.226	2.015	1.540	3.000	4.705	4.173	0.000	1.968	8.795	26.099	5.144	4.778	1.000	3.407	1.345	37.481	4.439	1.222	3.000	9.207	58.741	3.168	0.000	0.570	317.379	542.442	3.279	0.000
14833	15024	192	61	0	61	8184.571	1.000	26.129	5.415	83.568	38.764	23.136	7.359	0.000	2.190	1.000	2.000	4.829	1.122	1.000	3.537	7.369	0.000	4.199	0.000	4.742	1.000	1.179	0.000	3.343	5.633	4.129	12.113	23.228	3.859	1.000	0.000	2.000	1.000	28.582	0.000	4.204	1.000	9.933	30.928	4.868	0.000	1.000	309.173	451.280	5.820	1.000
15025	15216	192	62	0	62	9312.571	0.000	33.361	6.312	88.636	24.537	24.951	6.802	0.000	1.000	2.000	0.000	3.000	3.465	0.000	5.662	4.427	2.000	5.723	0.000	1.871	0.000	0.000	2.000	1.477	2.416	1.290	11.074	13.445	3.105	6.149	2.873	5.698	3.558	21.664	5.757	1.000	2.026	10.510	47.891	6.401	0.000	0.000	274.939	515.833	3.000	2.505
