Start_push	End_push	Pushes_duration	X	Y	Z	80ArAr(ArAr80Di)	Myelope_276((2967))Y89(Y89Di)	Histone_126((2979))In113(In113Di)	SMA_174((2780))In115(In115Di)	131Xe(Xe131Di)	134Xe(Xe134Di)	136Ba(Ba136Di)	138La(La138Di)	CD16_1820((2945))Pr141(Pr141Di)	CD38_1719((2961))Nd142(Nd142Di)	HLA-DR_1849((2953))Nd143(Nd143Di)	CD27_2231((2946))Nd144(Nd144Di)	CD15_627((2954))Nd145(Nd145Di)	CD45RA_732((2955))Nd146(Nd146Di)	CD163_1863((2947))Sm147(Sm147Di)	Beta-2M_1855((2962))Nd148(Nd148Di)	CD20_36((2980))Sm149(Sm149Di)	CD68_77((2963))Nd150(Nd150Di)	Indolea_2281((2981))Eu151(Eu151Di)	CD3_1841((2941))Sm152(Sm152Di)	LAG-3_1817((2982))Eu153(Eu153Di)	CD11c_2406((2983))Sm154(Sm154Di)	CD279(P_1743((2762))Gd155(Gd155Di)	CD140b(_1938((2948))Gd156(Gd156Di)	CD7_2258((2956))Gd158(Gd158Di)	Granzym_2215((2819))Tb159(Tb159Di)	CD274(B_2298((2949))Gd160(Gd160Di)	TCF1TCF_2221((2984))Dy161(Dy161Di)	CD45RO_2014((2950))Dy162(Dy162Di)	FOXP3_115((2942))Dy163(Dy163Di)	CD278(I_1815((2951))Dy164(Dy164Di)	CD8a_1718((2957))Ho165(Ho165Di)	Carboni_2443((2985))Er166(Er166Di)	CD33_2237((2986))Er167(Er167Di)	Ki-67_142((2965))Er168(Er168Di)	VISTA_2024((2966))Tm169(Tm169Di)	CD40_2255((2821))Er170(Er170Di)	CD4_2293((2943))Yb171(Yb171Di)	CD14_2275((2958))Yb172(Yb172Di)	E-Cadhe_103((2959))Yb173(Yb173Di)	CD303_2313((2952))Yb174(Yb174Di)	CD206(M_324((2960))Lu175(Lu175Di)	cleaved_198((2944))Yb176(Yb176Di)	DNA1(Ir191Di)	DNA2(Ir193Di)	196Pt(Pt196Di)	206Pb(Pb206Di)
1354713	1354904	192	344	8	5144	8488.370	3.218	2.000	2.495	81.866	38.399	44.979	1.000	0.000	2.018	0.000	1.054	2.710	1.000	0.000	5.007	1.000	2.000	0.000	0.000	0.000	0.000	0.000	19.895	1.733	1.480	2.290	2.587	5.542	0.000	0.000	0.000	3.632	4.510	3.151	0.000	5.724	3.000	2.000	1.000	0.000	1.000	0.000	57.356	103.317	1.000	0.000
1354905	1355096	192	345	8	5145	7911.389	0.000	3.229	0.000	75.600	31.353	35.461	4.344	0.000	1.000	2.701	0.000	2.648	1.000	0.000	6.761	3.323	3.959	1.505	2.024	0.000	1.000	0.000	15.902	1.284	0.000	0.000	2.423	4.565	1.000	1.000	0.000	3.047	13.790	7.707	1.318	3.799	1.225	5.585	2.000	0.000	0.000	0.000	52.296	72.772	1.000	0.000
1355097	1355288	192	346	8	5146	7811.360	0.000	6.745	2.000	76.680	39.597	37.658	2.000	0.000	7.201	1.000	1.240	2.000	6.272	1.812	4.629	0.000	6.029	0.000	2.329	0.000	0.000	1.000	29.070	3.701	1.000	1.419	3.684	2.232	1.235	1.000	0.000	1.000	10.134	12.557	4.362	2.000	1.391	1.631	1.000	2.034	0.000	0.000	71.656	147.993	0.000	1.000
1355289	1355480	192	347	8	5147	8766.372	1.336	2.144	1.000	86.737	38.907	38.061	0.000	0.000	5.337	0.000	1.085	2.399	1.000	0.000	5.378	1.502	2.259	1.000	4.100	1.000	0.000	0.000	12.909	2.156	1.834	0.000	3.169	2.685	3.462	0.000	1.000	0.000	5.936	3.710	3.065	3.000	1.000	3.000	1.000	0.000	0.000	1.000	75.198	123.970	0.000	0.717
1355482	1355673	192	348	8	5148	7879.583	0.000	1.000	1.000	92.288	37.681	36.580	8.841	1.000	5.764	0.000	2.736	1.399	5.080	0.000	6.792	0.000	2.039	1.000	1.297	0.000	0.000	0.000	11.411	0.000	1.191	0.000	3.134	3.000	1.105	1.400	0.000	2.505	13.233	4.302	5.197	4.048	2.225	4.162	1.397	0.000	0.000	0.000	83.724	124.796	0.000	0.000
1355674	1355865	192	349	8	5149	7998.484	0.000	5.630	0.000	67.521	35.310	41.892	6.321	0.000	7.157	0.000	3.264	0.000	4.462	0.000	11.642	0.000	5.540	2.000	1.000	1.871	0.000	0.000	11.801	1.000	5.438	1.387	2.000	5.570	0.000	1.000	0.000	0.000	18.249	0.000	1.483	9.385	0.000	5.547	2.364	1.801	1.203	0.000	125.684	186.428	1.683	2.222
1355866	1356057	192	350	8	5150	8539.219	0.000	1.000	0.000	77.529	40.263	25.280	1.000	0.000	10.455	1.000	5.876	5.694	2.589	1.468	7.074	0.000	5.228	4.376	1.645	1.807	0.000	0.000	11.698	0.000	1.995	0.000	9.695	1.000	3.000	1.954	1.000	0.000	27.713	2.203	2.088	3.057	1.325	4.954	3.296	0.000	0.000	0.000	76.782	155.600	1.087	1.000
1356058	1356249	192	351	8	5151	8754.560	1.000	1.972	1.000	72.509	40.001	41.071	2.680	0.000	6.129	0.000	5.008	1.000	3.898	0.000	3.000	0.000	2.896	0.000	0.000	0.000	0.000	0.000	8.059	0.000	2.995	2.387	8.499	0.000	1.000	0.000	0.000	1.865	28.041	0.690	3.735	2.808	2.748	3.000	3.595	1.000	0.000	0.000	57.676	99.704	1.578	0.000
1356250	1356441	192	352	8	5152	8536.409	0.000	1.086	0.000	96.823	35.633	33.826	8.459	0.000	15.176	8.516	8.015	1.212	3.771	2.156	7.141	1.381	0.000	0.000	0.000	6.976	0.000	0.605	10.455	1.156	4.507	8.903	15.284	4.917	0.000	2.182	2.828	1.276	31.552	3.025	9.778	3.586	6.232	8.817	1.000	5.836	1.070	0.000	98.705	133.246	0.000	1.000
1356443	1356634	192	353	8	5153	7952.608	0.000	5.344	0.000	114.823	41.809	35.881	3.413	0.000	10.923	11.567	10.015	2.088	3.000	3.687	14.651	0.000	2.731	2.483	0.000	1.000	1.000	0.000	3.204	8.961	3.896	9.580	1.843	1.810	2.527	0.000	0.000	2.636	17.728	0.000	6.383	2.057	2.225	21.160	1.530	7.335	2.370	0.000	46.533	114.234	1.052	0.000
1356635	1356826	192	354	8	5154	8107.964	0.000	4.231	0.000	99.467	41.960	25.890	4.001	3.016	8.327	20.361	9.248	1.000	2.000	7.625	4.629	0.000	3.273	1.000	1.000	0.000	0.000	0.000	2.246	4.044	1.351	1.484	3.000	10.075	2.956	0.000	0.000	0.000	27.236	1.000	4.000	4.180	2.523	22.326	0.665	2.000	6.913	0.000	92.915	140.092	3.000	0.573
1356827	1357018	192	355	8	5155	8399.305	0.000	6.888	1.000	112.763	44.321	28.802	1.069	4.385	5.918	46.280	6.186	1.000	3.275	7.218	8.548	0.000	6.644	4.808	1.000	0.000	0.000	0.000	1.789	0.449	1.094	2.839	6.561	8.093	0.000	2.703	0.000	0.000	22.236	0.000	11.261	3.000	12.245	67.507	1.000	1.267	18.403	0.000	113.744	186.927	1.000	2.000
1357019	1357210	192	356	8	5156	8466.202	0.000	12.374	0.000	92.346	36.648	23.847	4.321	8.693	11.373	25.227	2.000	1.000	1.215	10.873	5.915	1.000	8.675	0.000	1.392	0.000	4.450	0.000	2.693	4.573	3.000	3.193	2.000	3.005	1.000	0.000	0.000	2.000	23.828	1.000	2.022	1.454	8.219	61.236	1.000	0.000	10.353	0.000	96.719	133.637	1.438	1.000
1357211	1357402	192	357	8	5157	8326.223	0.000	5.116	0.000	80.708	41.149	35.497	5.016	18.894	0.000	10.846	0.000	3.088	1.000	19.059	1.000	0.000	15.583	3.010	0.000	0.000	1.844	1.000	3.917	1.000	1.094	0.000	2.000	13.320	0.000	2.182	2.632	0.000	7.231	1.545	2.505	0.000	14.013	63.101	1.000	0.000	7.549	0.000	84.399	119.960	2.367	1.039
1357404	1357595	192	358	8	5158	8214.461	0.000	2.000	1.984	107.413	31.275	36.005	4.673	3.308	2.036	9.784	2.000	2.181	0.000	14.029	3.848	1.000	17.702	0.000	0.000	0.000	0.000	0.000	1.000	6.862	1.094	1.064	0.000	7.056	3.170	0.000	0.000	0.000	12.463	1.677	0.000	4.940	9.609	69.595	1.000	0.000	18.905	0.000	68.928	134.455	0.000	0.000
1357596	1357787	192	359	8	5159	9059.518	0.000	1.887	0.000	101.985	37.570	36.337	2.619	7.832	0.000	8.062	1.178	0.000	1.000	16.372	5.854	1.000	10.445	1.663	1.000	0.000	0.000	0.000	2.469	1.000	3.092	3.064	2.000	7.538	1.000	1.010	0.000	0.000	18.792	0.000	2.000	4.667	9.484	71.984	2.000	1.100	10.788	1.000	36.629	54.198	1.508	1.000
1357788	1357979	192	360	8	5160	8336.465	0.000	0.000	0.000	72.079	37.482	35.079	5.520	1.354	1.000	21.660	0.000	0.000	1.000	10.280	9.483	0.000	2.864	0.000	0.000	1.332	0.000	0.000	2.000	2.477	5.762	0.000	0.000	12.182	1.000	1.000	0.000	0.000	17.497	0.000	3.450	0.000	4.523	27.450	2.000	2.101	18.871	0.000	10.148	20.857	0.000	1.039
1357980	1358171	192	361	8	5161	7489.561	0.000	0.000	0.000	89.327	37.235	32.097	4.665	1.000	0.000	8.794	3.077	0.000	1.652	7.030	5.224	0.000	8.900	0.000	0.000	0.000	1.494	0.000	5.779	0.000	0.000	0.000	4.266	8.667	0.000	0.000	1.000	1.000	17.103	0.000	0.000	6.120	9.066	15.721	0.000	2.000	6.549	1.000	9.166	13.648	0.000	4.083
1358172	1358363	192	362	8	5162	8118.779	0.000	0.000	0.000	102.615	33.650	31.888	3.596	0.000	1.728	10.753	1.798	0.000	0.000	0.000	4.071	0.000	1.000	0.000	2.878	2.156	3.592	2.167	4.428	1.000	1.255	0.000	2.231	2.232	1.000	0.000	0.000	0.000	15.939	1.000	1.000	2.511	4.702	14.311	0.000	1.000	1.000	0.000	10.593	24.812	1.000	3.000
1358364	1358555	192	363	8	5163	8428.916	0.000	0.715	0.000	85.269	38.089	32.511	10.108	0.000	1.512	4.629	1.000	1.000	0.000	3.312	5.040	0.000	1.228	0.000	2.246	2.283	0.000	0.000	3.747	2.119	0.000	0.000	1.196	2.787	1.000	2.149	0.000	0.000	16.448	0.000	0.000	3.000	2.185	5.622	0.000	2.000	0.000	0.000	11.172	25.271	1.893	0.000
1358557	1358748	192	364	8	5164	8171.396	1.000	1.172	0.000	75.080	43.600	36.719	3.099	0.000	1.000	3.134	5.295	5.601	6.516	0.000	6.013	0.000	1.000	2.199	0.000	0.000	1.000	0.000	7.811	0.000	2.000	2.580	1.455	1.000	1.982	2.400	0.000	0.000	21.284	0.000	1.055	1.000	4.715	3.000	1.000	1.000	0.000	0.000	17.378	23.792	3.000	1.000
1358749	1358940	192	365	8	5165	7683.655	0.000	0.000	0.000	66.490	51.174	34.787	4.107	0.000	8.085	11.660	3.240	3.114	2.434	5.593	10.331	0.000	1.000	1.000	0.000	0.793	8.534	0.000	11.347	0.000	1.384	6.516	3.945	3.787	1.000	0.000	0.000	2.473	24.909	0.000	0.000	4.321	6.305	13.928	1.000	4.000	4.103	0.000	8.705	25.778	3.086	0.000
1358941	1359132	192	366	8	5166	8282.741	0.000	0.000	0.000	103.524	42.860	36.848	8.214	1.477	10.132	6.711	7.209	0.000	2.807	0.000	8.105	1.224	4.518	3.925	0.000	0.000	2.448	1.020	3.118	8.479	1.000	0.000	1.000	3.329	0.000	0.000	1.632	1.000	12.004	1.151	1.000	2.553	3.974	4.456	1.000	1.000	2.437	0.000	8.889	19.663	2.683	0.609
1359133	1359324	192	367	8	5167	8510.078	0.000	0.000	0.000	81.758	31.409	31.252	2.832	1.016	11.412	15.227	13.806	0.000	2.711	2.000	8.857	1.000	8.302	1.609	0.000	0.000	6.259	0.000	1.469	1.000	3.609	1.000	1.000	2.000	0.000	2.000	0.000	1.000	28.369	0.000	1.000	2.123	7.589	12.488	3.096	2.000	5.546	0.000	4.121	12.011	0.000	0.000
1359325	1359516	192	368	8	5168	8324.912	0.000	0.000	0.000	85.257	30.678	32.351	3.474	4.770	5.993	28.197	7.930	0.000	2.028	5.280	2.002	0.000	3.620	2.934	2.752	0.000	5.705	0.000	5.089	0.000	1.062	1.000	7.564	3.102	4.444	3.192	0.000	0.000	17.644	0.000	1.000	4.270	5.742	30.857	5.458	1.000	1.103	0.000	1.491	2.000	1.473	2.936
1359518	1359709	192	369	8	5169	8151.959	0.000	0.000	0.000	86.537	29.293	33.279	4.138	5.200	0.000	24.289	2.000	2.000	4.643	1.000	1.000	0.000	0.000	1.000	0.000	3.710	2.000	0.000	7.875	3.568	1.448	0.000	1.520	14.881	1.040	0.000	0.000	0.000	13.315	1.000	2.121	0.000	3.026	15.842	4.861	3.601	0.000	1.000	3.110	8.110	1.000	0.000
1359710	1359901	192	370	8	5170	7889.570	0.000	0.000	0.000	88.037	38.920	18.049	3.993	0.000	3.728	3.454	2.015	0.000	1.000	2.000	2.034	1.000	0.000	2.209	0.000	0.000	1.017	0.000	1.000	0.000	0.000	0.000	1.000	4.107	1.000	0.000	0.000	2.000	15.676	3.617	0.000	1.000	6.497	3.323	3.231	4.835	1.304	0.000	8.444	6.115	1.000	0.000
1359902	1360093	192	371	8	5171	8012.473	1.000	3.973	0.000	91.396	34.920	21.184	2.313	0.000	2.000	4.701	3.473	1.000	1.000	5.999	3.503	0.000	1.133	0.000	0.000	0.000	3.083	1.000	4.098	0.000	0.000	0.000	6.076	1.199	0.000	0.000	0.000	1.000	4.657	0.000	1.153	3.535	0.000	4.921	3.530	3.234	3.869	0.000	3.768	10.772	1.227	1.613
1360094	1360285	192	372	8	5172	8362.441	0.000	0.000	0.000	77.060	33.711	38.390	3.466	1.000	1.000	0.000	1.000	0.000	0.000	5.218	4.067	0.000	1.290	1.262	0.000	0.000	0.000	0.000	6.961	2.990	2.000	1.000	0.000	3.199	0.000	1.000	0.000	2.342	3.148	0.000	1.000	0.000	0.000	1.896	0.000	2.767	9.348	0.000	1.144	11.543	0.000	1.000
1360286	1360477	192	373	8	5173	7763.758	0.000	1.229	0.000	71.190	38.940	41.975	3.970	2.000	0.000	13.083	0.000	1.399	0.000	1.187	2.725	0.000	0.000	1.515	4.017	3.710	0.000	3.581	3.396	9.906	0.000	3.290	1.875	7.560	0.000	1.042	0.000	1.000	6.296	0.000	0.000	0.000	0.000	10.696	1.000	2.068	5.844	0.000	4.040	4.299	0.000	0.000
1360479	1360670	192	374	8	5174	8481.259	0.000	4.086	0.000	90.816	36.061	19.642	1.702	8.401	3.900	18.939	3.628	0.000	0.000	6.655	3.537	0.000	3.864	0.000	5.436	1.490	2.017	1.561	8.651	36.788	1.000	3.484	1.099	7.320	6.498	3.000	0.000	1.000	5.395	0.000	6.493	4.445	11.027	48.319	6.121	3.535	24.620	0.000	4.918	9.234	1.227	2.939
1360671	1360862	192	375	8	5175	9024.762	0.000	1.601	0.000	96.085	41.416	29.716	1.191	3.477	3.640	11.918	1.178	0.000	1.184	9.999	7.416	1.287	2.133	1.000	3.815	8.817	0.000	6.672	11.468	47.464	5.794	9.967	0.000	10.228	5.061	2.117	0.000	1.000	8.806	0.000	1.000	2.652	6.106	82.800	5.926	0.000	23.701	0.000	9.842	14.449	2.174	1.147
1360863	1361054	192	376	8	5176	8610.609	0.000	0.572	0.000	94.506	43.358	32.094	5.589	8.693	2.234	8.083	0.000	1.368	2.587	43.991	9.103	0.000	7.193	1.388	1.107	0.000	0.000	3.677	5.162	30.973	0.000	1.161	1.164	9.385	9.393	1.628	0.000	0.000	6.280	0.000	6.416	3.222	18.477	49.243	7.456	2.834	60.358	0.000	9.772	19.330	2.508	1.649
1361055	1361246	192	377	8	5177	8092.069	0.000	6.032	0.000	84.168	34.849	21.029	2.008	1.000	2.376	9.072	2.000	4.979	5.527	38.024	2.002	1.193	12.302	2.619	11.066	0.000	3.829	1.000	9.887	35.079	1.738	0.000	1.714	6.565	16.223	0.000	0.000	2.000	18.399	0.000	3.670	7.253	16.960	60.969	2.297	0.000	64.630	0.000	24.025	38.610	2.000	1.183
1361247	1361438	192	378	8	5178	8267.178	0.000	7.229	1.000	71.551	53.610	33.410	2.000	5.246	1.000	3.000	5.256	4.026	0.000	18.309	3.038	1.381	6.840	2.000	6.986	0.000	3.352	0.000	2.000	20.793	2.000	2.000	0.000	8.639	9.776	5.406	1.000	0.000	16.691	0.000	0.000	1.288	10.490	34.329	1.000	1.267	50.770	0.000	10.062	39.500	3.121	1.000
1361440	1361631	192	379	8	5179	8525.388	2.000	4.973	0.000	83.149	41.764	33.230	3.000	4.585	0.000	3.299	0.000	13.642	5.207	13.404	3.000	1.099	5.934	0.000	4.708	0.000	1.000	11.209	6.683	27.442	1.094	3.064	1.000	27.636	12.173	21.326	1.000	0.000	15.235	1.000	1.911	1.000	22.722	35.885	1.098	0.000	26.779	1.000	21.951	43.660	0.000	0.645
1361632	1361823	192	380	8	5180	8302.894	0.000	7.403	0.000	72.389	30.721	28.617	6.008	3.862	2.296	7.113	9.101	19.414	1.000	5.656	11.109	0.000	1.000	1.000	7.385	0.000	1.000	18.447	4.000	42.343	3.544	1.000	2.617	29.914	16.310	11.588	1.000	0.000	41.391	1.000	2.000	4.799	19.113	37.216	0.000	2.034	8.053	0.000	37.397	79.837	0.000	2.470
1361824	1362015	192	381	8	5181	7871.352	1.000	1.315	1.000	89.546	39.683	19.449	1.000	0.000	0.000	7.474	2.822	6.886	1.000	2.469	8.986	1.000	2.000	1.451	5.499	0.000	0.000	5.326	2.000	11.704	0.000	1.000	0.000	15.534	12.675	5.550	0.000	2.832	37.012	0.000	2.472	0.000	19.530	11.227	1.663	1.167	1.103	0.000	37.467	56.338	0.000	1.000
1362016	1362207	192	382	8	5182	8337.115	0.000	7.859	2.788	86.296	43.547	28.683	3.680	1.631	1.327	3.732	2.240	5.171	4.332	0.000	0.000	1.000	0.000	1.000	2.000	0.000	4.242	3.569	0.000	6.467	1.802	0.000	1.000	4.074	6.072	1.000	0.000	2.931	24.123	1.677	5.922	5.328	5.616	6.220	1.000	2.401	1.738	0.000	43.593	76.324	2.489	1.000
1362208	1362399	192	383	8	5183	8147.612	0.000	4.801	0.000	78.158	39.580	27.369	3.176	0.000	0.000	2.289	4.814	5.476	7.513	1.000	2.599	1.000	1.000	2.083	8.511	0.000	1.000	1.147	2.118	10.116	4.478	3.000	2.000	9.783	5.242	3.205	1.000	0.000	22.268	0.000	7.207	2.000	7.238	4.950	0.000	5.000	1.571	0.000	38.980	66.836	2.980	0.000
1362401	1362592	192	384	8	5184	8615.381	0.000	7.604	1.000	68.869	42.195	36.499	9.222	1.508	4.234	0.000	7.023	0.000	6.111	0.000	9.112	0.000	1.000	1.262	6.377	1.237	0.795	4.027	3.067	15.230	1.126	3.838	0.000	13.307	2.105	0.000	6.191	1.654	7.740	1.447	4.000	1.000	6.497	4.228	1.000	2.434	0.000	0.000	15.765	27.788	0.000	0.000
1362593	1362784	192	385	8	5185	7777.681	0.000	5.601	0.000	87.938	56.759	22.926	3.832	1.108	2.000	1.000	7.287	1.000	7.861	0.000	1.000	0.000	2.000	5.544	6.448	0.000	0.000	5.422	0.000	12.410	4.767	1.226	2.390	26.942	4.729	2.000	12.345	0.000	24.664	1.000	4.714	1.685	5.748	8.435	4.660	1.000	1.000	0.000	7.380	19.593	2.104	2.147
1362785	1362976	192	386	8	5186	7913.366	0.000	8.033	1.322	79.098	46.502	35.395	4.474	3.785	2.944	0.000	7.581	0.000	6.584	0.000	6.881	2.000	1.731	1.000	7.080	1.000	0.000	4.326	1.000	18.158	2.188	1.580	2.000	45.258	7.873	0.000	52.988	1.342	7.592	0.000	5.625	0.000	7.934	10.277	1.065	0.000	0.000	0.000	10.801	10.827	1.403	0.000
1362977	1363168	192	387	8	5187	8557.462	2.000	1.544	0.000	78.068	29.811	34.218	1.000	3.523	0.000	6.454	5.046	1.000	4.184	0.000	5.886	2.758	4.707	1.231	5.973	1.000	1.000	1.000	2.565	15.225	0.000	1.000	1.000	53.189	2.000	2.889	52.255	1.000	9.936	1.184	3.604	0.000	2.662	22.766	3.630	4.034	1.000	1.000	11.356	19.165	2.613	0.000
1363169	1363360	192	388	8	5188	8336.003	1.764	9.174	0.000	98.558	35.401	23.106	4.000	2.200	2.962	3.000	1.000	0.000	2.000	1.000	2.000	1.000	2.000	1.010	6.341	0.000	1.240	0.000	4.108	14.790	2.384	4.000	3.619	21.488	2.000	2.996	27.726	1.113	3.312	2.795	2.000	5.436	5.344	17.928	0.000	2.000	0.000	0.000	31.134	64.239	2.753	0.000
1363361	1363552	192	389	8	5189	8426.372	0.000	11.375	1.000	97.395	42.819	41.066	2.535	0.000	0.000	2.691	0.000	3.331	0.000	1.000	0.814	0.000	0.000	4.723	1.000	0.000	1.000	0.000	7.216	14.837	3.186	0.000	2.231	21.839	1.235	5.303	28.718	0.000	1.214	5.071	0.000	1.000	7.311	16.650	3.127	0.000	2.000	0.000	35.200	60.204	3.296	0.000
1363554	1363745	192	390	8	5190	8387.593	1.000	5.575	0.000	71.749	45.482	27.392	1.489	0.000	1.000	3.258	1.674	3.513	1.000	0.000	1.000	0.000	1.070	0.000	2.676	2.125	0.000	0.000	12.836	7.691	0.000	1.129	2.000	20.802	1.040	5.364	28.798	3.240	1.000	1.000	0.000	2.024	1.000	5.614	2.264	1.534	0.000	0.000	7.803	23.738	2.735	0.000
1363746	1363937	192	391	8	5191	8141.890	0.000	4.974	6.875	86.017	41.479	27.056	5.229	2.539	0.000	0.000	3.000	1.000	0.000	1.000	2.034	1.099	0.000	3.692	4.297	0.000	0.000	2.275	13.413	6.365	1.000	0.000	1.811	23.552	0.000	3.303	29.750	3.436	3.673	5.951	1.000	0.000	8.616	7.120	0.000	0.000	7.888	0.000	17.539	23.007	0.000	1.000
1363938	1364129	192	392	8	5192	8264.018	0.000	2.487	8.398	81.237	34.509	31.215	2.252	0.000	0.000	1.454	1.209	0.000	1.745	0.000	7.577	1.000	3.557	0.000	4.479	1.427	2.607	0.000	9.507	14.304	0.837	4.774	1.000	32.350	7.068	2.000	51.545	0.622	1.623	0.000	2.000	0.000	2.881	8.684	0.000	0.000	0.000	0.000	5.201	13.060	0.000	1.004
1364130	1364321	192	393	8	5193	8033.469	0.000	0.000	18.063	99.466	39.824	32.235	13.192	0.000	0.000	1.711	2.574	0.000	0.000	0.000	4.787	3.359	1.000	3.483	9.618	0.000	3.000	0.000	29.468	2.000	1.000	7.322	4.363	20.450	1.007	1.107	28.465	0.000	3.001	1.000	0.000	1.000	0.000	7.049	0.000	0.000	0.000	0.000	2.000	8.812	3.454	1.147
1364322	1364513	192	394	8	5194	8282.673	0.000	0.000	3.760	79.370	43.343	26.832	6.825	0.000	0.000	2.660	0.000	0.000	0.000	1.031	1.000	0.000	5.029	0.000	1.000	0.000	0.000	2.262	12.976	0.000	3.606	1.129	0.000	2.139	1.000	0.000	3.371	0.000	8.921	1.808	1.000	1.000	5.013	26.840	0.000	0.000	0.000	0.000	2.000	6.841	1.473	1.000
1364515	1364706	192	395	8	5195	8161.601	0.000	0.000	4.524	86.926	30.353	29.169	1.000	0.000	0.494	0.000	0.000	1.772	1.000	0.000	1.002	0.000	0.000	2.925	1.012	1.000	0.000	0.000	20.994	0.000	2.092	0.000	1.196	3.301	0.000	0.000	3.591	1.080	8.330	1.000	0.000	2.255	3.225	6.257	2.000	1.000	1.000	0.000	2.110	13.269	1.297	0.000
1364707	1364898	192	396	8	5196	7956.394	0.000	0.000	0.000	84.547	33.774	25.085	2.199	0.000	0.000	0.000	0.000	1.306	0.000	1.000	2.409	0.000	0.000	1.000	0.000	0.000	1.081	0.000	11.305	0.000	0.000	1.161	1.487	5.315	0.000	0.000	0.000	3.767	6.804	0.000	0.000	0.000	1.722	1.000	0.000	0.000	0.000	0.000	7.265	21.071	0.000	0.000
1364899	1365090	192	397	8	5197	8026.886	3.000	1.315	2.322	91.716	36.099	35.337	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	3.014	2.298	1.000	1.423	1.205	0.000	1.020	21.151	0.481	1.000	0.000	0.000	1.000	1.000	1.000	0.000	1.000	17.956	0.000	0.000	2.345	3.490	5.191	1.000	2.100	1.000	0.000	17.050	43.465	3.226	0.000
1365091	1365282	192	398	8	5198	8001.542	0.000	1.172	1.179	101.915	20.431	34.271	3.176	0.000	0.000	0.000	0.000	1.000	0.000	2.406	1.159	0.000	6.959	1.231	0.000	0.000	1.000	0.000	20.598	1.059	0.000	1.000	3.231	2.398	0.000	0.000	0.000	0.000	3.230	1.000	0.000	0.000	2.583	2.556	0.000	0.000	1.103	0.000	41.038	39.684	4.839	0.000
1365283	1365474	192	399	8	5199	8903.257	0.000	5.231	0.000	77.559	44.051	35.550	3.077	0.000	0.000	2.691	0.000	0.000	2.000	0.000	1.846	0.000	2.259	0.000	0.000	0.000	0.000	0.000	14.676	3.338	0.000	0.000	1.000	1.000	1.000	0.000	0.000	1.178	11.266	0.000	0.000	2.024	3.351	3.195	2.530	0.000	0.000	0.000	41.014	68.189	3.683	2.000
1365476	1365667	192	400	8	5200	8988.180	1.000	4.031	0.000	80.777	48.787	39.441	2.405	0.000	0.000	0.000	1.000	1.000	0.000	0.000	3.221	0.000	2.518	0.000	0.000	1.268	2.670	0.000	12.804	1.027	4.022	2.193	2.975	7.163	1.000	0.000	1.175	1.636	4.838	3.000	0.000	1.000	3.000	7.244	0.000	0.000	0.000	0.000	30.317	77.350	3.139	0.000
1365668	1365859	192	401	8	5201	8112.284	0.000	8.946	0.000	74.751	39.630	32.066	0.000	0.000	0.000	0.000	0.000	1.585	0.000	1.187	2.000	0.000	1.000	1.294	0.000	1.000	0.000	1.466	11.347	0.000	1.191	0.000	3.492	1.685	1.494	1.000	0.000	0.000	2.214	0.000	0.000	0.000	3.000	2.000	1.000	1.467	0.000	0.000	43.095	80.106	1.087	2.000
1365860	1366051	192	402	8	5202	7772.216	2.176	1.000	0.000	108.794	35.592	25.935	1.000	0.000	0.000	0.000	3.008	0.000	0.000	3.062	1.315	0.000	5.281	4.209	1.392	0.000	0.000	0.000	12.389	1.000	4.344	0.000	0.000	3.523	0.000	2.410	0.000	0.000	1.082	0.000	0.000	0.000	1.000	7.576	1.000	2.000	0.000	0.000	30.872	70.449	0.000	0.000
1366052	1366243	192	403	8	5203	8335.384	1.000	0.000	0.000	78.828	28.766	29.172	3.199	0.000	2.000	0.000	1.891	0.000	0.000	1.500	2.000	2.449	1.322	1.641	2.170	0.000	0.000	0.000	16.743	1.000	2.896	0.000	0.000	9.367	0.000	0.000	0.000	2.342	5.247	2.000	0.000	0.000	0.000	5.111	0.000	1.601	0.000	0.000	39.980	80.469	4.000	0.000
1366244	1366435	192	404	8	5204	8077.995	0.000	0.000	0.000	84.067	40.384	24.300	2.565	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.637	1.000	0.000	0.000	2.000	0.000	1.000	0.000	1.000	0.000	2.587	1.556	2.000	0.000	0.000	0.000	3.000	1.000	0.000	1.000	3.053	2.991	0.000	0.000	0.000	0.000	50.186	75.976	3.192	0.000
1366437	1366628	192	405	8	5205	8398.068	0.000	0.000	0.000	116.171	47.394	26.959	3.099	0.000	0.000	0.000	1.705	0.000	2.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	16.902	2.000	4.408	1.548	0.000	4.047	0.000	0.000	0.000	1.505	6.969	0.000	0.000	0.000	1.000	6.709	0.000	4.969	1.000	0.000	70.510	128.683	0.000	1.255
