Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
776,1971748,2016310,184456,0,514655748135,62938612342,37762378929,37874260201,511166879177
777,1974205,2019771,184652,0,515275207391,63014546370,37807938376,37938487601,512025264272
778,1976718,2022378,184799,0,515893794739,63090240794,37853354014,37976251808,512530971724
779,1979161,2025034,184946,0,516501631812,63164779615,37898076328,38023366136,513180831577
780,1981617,2027147,185099,0,517130090315,63241771126,37944270249,38060592500,513681767949
781,1984164,2027581,185109,0,517730280803,63315558652,37988541755,38067082478,513770545220
782,1986738,2034655,185519,0,518355341521,63391943353,38034371541,38191224908,515438093657
783,1989259,2038804,186099,0,518958332107,63465869167,38078726032,38265948359,516460437351
784,1991815,2040790,186199,0,519565901949,63540536282,38123525293,38301212567,516933099700
785,1994282,2041179,186209,0,520172893328,63615096478,38168260431,38307789911,517022676424
786,1996746,2041745,186240,0,520782636454,63690054814,38213234442,38319979164,517203318721
787,1999123,2043638,186369,0,521372875981,63762419067,38256652029,38353524164,517653362548
788,2001582,2047836,186606,0,522002512100,63839476971,38302885782,38423914478,518593131010
789,2004032,2053141,186897,0,522598926871,63912579025,38346746038,38515722133,519818058319
790,2006647,2055214,187028,0,523216442631,63988299959,38392177577,38550121532,520275620906
791,2009144,2055735,187063,0,523811031358,64061399142,38436036095,38561957331,520449597335
792,2011674,2056123,187077,0,524412255682,64135090052,38480249643,38568289095,520537463018
793,2014220,2058147,187194,0,525008380319,64208180962,38524103169,38602681722,521002611613
794,2016695,2062530,187450,0,525615975150,64282666433,38568793471,38687780154,522151226191
795,2019248,2067373,187698,0,526240273952,64359130352,38614670810,38761585548,523130645435
796,2021712,2067729,187716,0,526834793523,64432197174,38658509925,38767091836,523208023896
797,2024084,2068066,187723,0,527431045432,64505525120,38702505724,38772535922,523283650628
798,2026473,2072083,187960,0,528040615354,64579966389,38747169512,38841713691,524210398593
799,2028838,2076279,188229,0,528644051625,64653883715,38791518959,38914877156,525188351228
800,2031319,2078417,188364,0,529258798710,64729421404,38836840579,38951509760,525684142986
801,2033699,2082089,188571,0,529834850794,64800059879,38879222703,39015221642,526533082078
802,2036054,2082461,188595,0,530435894026,64873705391,38923409086,39021666789,526623265466
803,2038373,2082748,188614,0,531028550653,64946357484,38966999404,39026464809,526690663600
804,2040804,2084299,188688,0,531642938092,65021591033,39012138575,39057802936,527117905063
805,2043186,2088542,188930,0,532221298958,65092456524,39054656927,39126370082,528028764281
806,2045542,2089111,188958,0,532816637485,65165292454,39098357523,39139103744,528217630066
807,2047990,2091041,189082,0,533445001759,65242160448,39144477324,39173396173,528686348420
808,2050406,2094394,189281,0,534048662251,65316058152,39188814970,39236961938,529548958484
809,2052759,2098364,189517,0,534638063361,65388273237,39232143102,39300003430,530389225459
810,2055102,2101652,189713,0,535232153820,65461009378,39275783843,39358413022,531173022168
811,2057448,2103646,189825,0,535840715608,65535417742,39320427918,39393570213,531656929995
812,2059714,2107678,190022,0,536418929262,65606322018,39362969571,39466238012,532639225935
813,2061973,2109803,190137,0,537017202214,65679655211,39406968597,39503403995,533138549015
814,2064211,2111921,190267,0,537612999247,65752569801,39450716455,39540609585,533641990346
815,2066488,2112210,190279,0,538204381616,65824911677,39494120665,39545029729,533704495626
816,2068735,2112510,190296,0,538799403148,65897660118,39537768847,39550030870,533774951134
817,2071019,2117389,190576,0,539377308545,65968548442,39580300923,39638704968,534960806581
818,2073380,2121105,190786,0,539979916696,66042375887,39624596465,39705383671,535854111189
819,2075714,2122963,190889,0,540562544175,66113885282,39667501190,39737695074,536287597871
820,2077963,2123419,190910,0,541147536797,66185043213,39710195036,39748545575,536448747662
821,2080180,2127000,191111,0,541727361749,66255991548,39752763135,39814304503,537332269600
822,2082432,2130522,191311,0,542326270712,66329206704,39796691327,39877967328,538186603844
823,2084637,2132296,191410,0,542924613449,66402341419,39840571275,39908923278,538607724925
824,2086857,2132521,191416,0,543501968015,66473167939,39883066309,39912658560,538659489002
825,2088993,2132709,191420,0,544085553215,66544296588,39925742628,39916096285,538709017120
826,2091155,2136506,191651,0,544652662067,66613831231,39967462566,39983843019,539629540463
827,2093336,2136722,191659,0,545261762831,66688648539,40012352104,39987496191,539678913230
828,2095400,2136915,191668,0,545828456546,66758162977,40054059928,39990780312,539722694880
829,2097566,2139178,191800,0,546421117732,66830496624,40097459278,40035800780,540336335948
830,2099715,2142798,192006,0,547005413649,66902021248,40140373205,40102660078,541240543960
831,2101924,2146309,192201,0,547610491863,66976330453,40184957833,40168000094,542124777270
832,2104060,2148339,192327,0,548198650616,67048312674,40228146305,40206775587,542650717019
833,2106183,2151822,192519,0,548764886914,67117582441,40269707296,40272195964,543528473779
834,2108317,2151934,192522,0,549353111156,67189354028,40312769392,40274088868,543554115837
835,2110508,2153617,192618,0,549941253907,67261226010,40355891745,40305491637,543974862381
836,2112733,2155308,192710,0,550535151044,67333879750,40399483098,40342388835,544482746031
837,2114873,2159590,192928,0,551125919035,67406277356,40442920818,40423915681,545586236349
838,2117019,2163971,193189,0,551709250195,67477652942,40485745319,40500145204,546609077741
839,2119173,2167934,193401,0,552299493640,67549892166,40529087994,40573150093,547596966424
840,2121371,2170153,193529,0,552926224653,67626284805,40574922703,40618902073,548245586981
841,2123414,2170333,193539,0,553488323196,67695294730,40616327827,40622167213,548291195137
842,2125568,2170552,193543,0,554077287556,67767414321,40659598728,40625744826,548340163759
843,2127694,2173865,193724,0,554650273312,67837338744,40701552535,40687458548,549173833285
844,2129753,2174177,193741,0,555226430076,67907926602,40743904433,40695314142,549288446820
845,2131871,2175806,193828,0,555812325422,67979566745,40786887668,40722186896,549646338379
846,2133903,2177628,193919,0,556394193020,68050727985,40829583608,40755628120,550095543626
847,2136036,2179406,194012,0,556972362114,68121257113,40871900218,40789594481,550557132689
848,2138084,2184694,194326,0,557546875099,68191473158,40914029032,40895421830,551994492616
849,2140160,2189044,194578,0,558141322170,68263886420,40957476147,40974011505,553043094851
850,2142231,2190899,194678,0,558716332832,68334241824,40999688585,41009789134,553529536278
851,2144293,2192842,194786,0,559285258095,68403750105,41041392729,41047128383,554033670585
852,2146385,2193076,194798,0,559864438104,68474693005,41083957647,41051250718,554090978204
853,2148383,2193289,194814,0,560424568951,68543167925,41125041820,41055134751,554145380314
854,2150133,2196957,195024,0,561122626640,68624677388,41173946803,41129941895,555184675412
855,2150133,2210233,196026,0,561122626640,68624677388,41173946803,41373618170,558565800259
856,2151696,2220244,196723,0,561273165258,68638861657,41182456759,41556058401,561054193497
857,2154534,2220650,199215,0,561570815583,68667035743,41199360082,41568837340,561354159400
858,2156884,2221056,201533,0,561760434787,68685714776,41210566574,41580941539,561633984100
859,2159303,2221509,201571,0,562227904716,68743573929,41245281097,41587081642,561718297339
860,2161949,2221895,201602,0,562830458605,68817612167,41289702986,41593346106,561806297942
861,2164599,2222364,201625,0,563412440023,68889242093,41332679893,41600619896,561905637534
862,2167330,2222858,201649,0,564009566219,68962448632,41376602733,41608313057,562012179656
863,2170046,2223477,201676,0,564600063342,69034996086,41420130108,41621219552,562208190565
864,2172824,2224016,201700,0,565210367996,69109823789,41465025589,41629225197,562318246481
865,2175674,2224664,201728,0,565804058865,69182595626,41508687554,41643005751,562515887875
866,2178445,2228639,201917,0,566388262733,69254238331,41551672093,41704117347,563320562937
867,2181153,2229154,201939,0,566978580446,69326585041,41595079016,41711665735,563424397782
868,2183744,2231300,202061,0,567545235371,69396018714,41636738164,41745076299,563870335725
869,2186474,2234277,202237,0,568154255494,69470488672,41681419051,41800429020,564622053312
870,2189164,2238172,202443,0,568737966122,69542069903,41724366714,41857749864,565397424468
871,2191865,2240263,202554,0,569333221098,69615189940,41768237635,41890112308,565831724236
872,2194514,2240758,202569,0,569896433165,69684370097,41809744672,41897803934,565936651457
873,2197176,2243299,202710,0,570503527332,69758798462,41854400635,41937297334,566474431606
874,2199741,2249123,203023,0,571066691786,69827855371,41895833774,42029184813,567699127437
875,2202462,2251618,203137,0,571665490094,69901227058,41939855717,42066950047,568213533621
876,2205216,2254985,203317,0,572255406138,69973279415,41983086060,42125679097,568998712488
877,2207908,2259915,203587,0,572816090920,70042227491,42024453825,42195139331,569930319919
878,2210599,2261867,203674,0,573383852530,70111871536,42066239178,42226040689,570350847988
879,2213284,2264301,203808,0,573975131489,70184190211,42109629299,42268211973,570931945610
880,2215816,2264681,203816,0,574540351544,70253393070,42151149990,42274304421,571017121341
881,2218420,2266941,203912,0,575125565662,70325117845,42194183820,42308601429,571476892145
882,2221019,2269388,204020,0,575709229603,70396515665,42237021475,42345365712,571967692011
883,2223637,2272005,204163,0,576287933662,70467353153,42279522886,42389284774,572584236568
884,2226260,2278681,204931,0,576857132447,70537045042,42321336966,42503062171,574141642311
885,2228902,2280729,205024,0,577456189703,70610534499,42365429572,42531494973,574516229262
886,2231482,2281005,205034,0,578014339093,70679023649,42406522022,42535910987,574576498734
887,2234015,2285027,205222,0,578605913807,70751261945,42449863951,42598894185,575424831795
888,2236617,2285278,205230,0,579180213421,70821496585,42492003697,42602930094,575481732157
889,2239284,2287602,205349,0,579764003247,70893029413,42534922350,42638704761,575969283676
890,2242040,2289866,205472,0,580354630718,70965689715,42578517443,42674365552,576452140105
891,2244664,2292181,205584,0,580912803421,71034202248,42619623923,42709585091,576931916773
892,2247208,2292718,205617,0,581503125175,71106498228,42663000476,42722416904,577113829164
893,2249663,2298472,205928,0,582052981405,71173730038,42703338569,42807663229,578256873129
894,2252268,2300553,206058,0,582635450240,71245004643,42746102291,42839271652,578681574629
895,2254760,2304450,206244,0,583209571048,71315324937,42788293495,42898795272,579488287836
896,2257494,2304792,206251,0,583786948444,71386277779,42830864104,42903858814,579558456756
897,2260204,2307089,206380,0,584356789489,71456147528,42872784863,42941036880,580059317413
898,2262842,2307424,206398,0,584930528154,71526489968,42914989272,42946021305,580128743807
899,2265411,2307870,206414,0,585482956904,71594287013,42955666490,42956102185,580281695841
900,2267935,2311947,206615,0,586044987232,71663094304,42996949856,43019934748,581144162460
901,2270511,2312274,206626,0,586622946580,71733654523,43039284969,43024844680,581212677000
902,2273081,2313325,206684,0,587210627859,71805413574,43082339371,43051086575,581579161324
903,2275597,2316584,206846,0,587774961102,71874710113,43123916300,43093621853,582142415986
904,2278218,2318923,206961,0,588355485166,71945737117,43166531468,43130057208,582634310621
905,2280728,2325364,207282,0,588929086063,72015811474,43208575087,43236504299,584094999000
906,2283270,2331557,207608,0,589509931098,72087010852,43251293712,43332748859,585388499726
907,2285762,2333571,207717,0,590076910062,72156431349,43292945001,43363975747,585809657381
908,2288295,2333869,207729,0,590644872734,72225883638,43334615320,43368744394,585876397933
909,2290740,2336518,207868,0,591230130463,72297492522,43377579687,43418062187,586554199206
910,2293180,2341635,208126,0,591791648747,72366059027,43418718620,43491475325,587530024228
911,2295539,2343685,208227,0,592357363419,72435385407,43460313528,43525182144,587983657778
912,2297969,2347576,208459,0,592933564456,72505698892,43502500623,43586240812,588808594730
913,2300377,2352859,208731,0,593502396162,72575107487,43544144820,43669825361,589940045911
914,2302905,2354904,208840,0,594088028281,72646851457,43587190166,43701862909,590377137194
915,2305292,2355218,208847,0,594636947582,72714269541,43627640068,43706649384,590442975630
916,2307843,2359393,209046,0,595219928451,72785613632,43670445497,43773768644,591347899309
917,2310312,2359723,209063,0,595767939494,72852765735,43710735771,43778580077,591412704862
918,2312793,2362076,209169,0,596354452219,72924589436,43753828973,43817245258,591938974751
919,2315183,2365993,209360,0,596911726841,72993027303,43794890726,43880775771,592790022406
920,2317553,2366311,209372,0,597481728714,73062750504,43836723691,43886040668,592862064901
921,2320020,2368539,209481,0,598062960229,73133764986,43879331380,43925196438,593405348828
922,2322355,2372250,209671,0,598603625545,73200017596,43919082026,43984420537,594199941172
923,2324656,2375945,209837,0,599164477133,73268579259,43960218091,44044693015,595004194227
924,2327051,2376503,209870,0,599739861550,73339020195,44002481661,44056869255,595178802170
925,2329411,2378615,209971,0,600307760343,73408580352,44044216791,44087167448,595580520120
926,2331740,2382892,210183,0,600864097809,73476599722,44085027496,44156953319,596525068292
927,2334072,2384829,210277,0,601421940898,73544946997,44126034925,44188810161,596953618637
928,2336419,2386733,210374,0,601984058466,73613726862,44167301898,44220073739,597375161499
929,2338693,2388619,210476,0,602534024324,73680877858,44207591565,44251878558,597807054796
930,2340936,2390470,210591,0,603095069130,73749773409,44248927988,44291896587,598368478140
931,2343119,2391304,210626,0,603655176409,73818160223,44289959220,44300525668,598482774209
932,2345291,2394889,210812,0,604213343563,73886398798,44330901513,44362634698,599330246102
933,2347532,2398306,210999,0,604765843045,73953913603,44371409505,44418059652,600067628996
934,2349816,2399241,211044,0,605335815774,74023727129,44413296703,44440289117,600381172872
935,2351996,2402404,211235,0,605879815773,74090388153,44453292447,44490744847,601049180857
936,2354179,2406188,211433,0,606438554458,74158617150,44494229000,44553236506,601890255921
937,2356405,2406730,211470,0,606990296569,74226310132,44534843899,44565351521,602080217129
938,2358609,2410523,211689,0,607554531039,74295331834,44576256034,44632328963,602980807346
939,2360730,2412500,211801,0,608110413647,74363316668,44617046098,44668416776,603462789983
940,2362972,2414952,211923,0,608664129405,74431303531,44657837329,44716186872,604117762981
941,2365162,2416538,211995,0,609220221018,74499391596,44698689295,44737151470,604393072863
942,2367444,2418735,212116,0,609796469267,74569737547,44740895957,44772115343,604873956014
943,2369581,2422347,212306,0,610342651601,74636580464,44781000848,44836436644,605733128480
944,2371617,2422934,212341,0,610889794647,74703543592,44821177907,44849618190,605928515364
945,2373723,2426686,212568,0,611450423277,74772189161,44862364397,44915518062,606813858281
946,2375768,2428484,212661,0,611985080942,74837579566,44901597833,44946026368,607225127787
947,2377865,2432335,212903,0,612548130744,74906325637,44942844632,45013532788,608131445455
948,2379887,2432585,212913,0,613100921797,74973990843,44983442953,45017793348,608193837410
949,2381500,2435961,213163,0,613745524680,75049512953,45028755578,45088821250,609203531291
950,2381500,2450317,214064,0,613745524680,75049512953,45028755578,45343882856,612698497832
951,2382999,2454878,214499,0,613891620741,75063266608,45037007161,45413018481,613677595829
952,2385808,2455671,217104,0,614182502842,75090836306,45053547830,45430080799,614044295562
953,2387835,2456081,219279,0,614354278471,75107866767,45063765293,45441634495,614308132725
954,2390153,2456578,219305,0,614797469520,75162657853,45096639019,45447717658,614390101935
955,2392699,2457034,219329,0,615348086531,75230346262,45137251057,45455104562,614494726791
956,2395366,2457625,219354,0,615932085951,75302144997,45180329237,45463476727,614610423428
957,2398025,2458133,219367,0,616505150943,75372303415,45222423267,45470891568,614713762193
958,2400708,2458632,219395,0,617084566938,75443322845,45265033849,45478412652,614821005149
959,2403314,2460751,219520,0,617668054330,75514877271,45307965481,45515184342,615316097410
960,2405820,2462868,219639,0,618227477814,75583402594,45349079686,45550531697,615793209221
961,2408455,2463368,219655,0,618805820833,75654297843,45391615793,45558132612,615898070022
962,2411172,2465502,219772,0,619360312626,75722463736,45432514252,45592010256,616350260176
963,2413713,2469219,219967,0,619916571282,75790389041,45473268437,45650469719,617131573227
964,2416308,2472998,220239,0,620477201131,75859092815,45514489666,45712128656,617953994223
965,2418868,2473459,220257,0,621035320890,75927434703,45555493769,45718989988,618050327811
966,2421515,2475886,220392,0,621593711834,75995918011,45596582699,45757130647,618565042737
967,2424183,2478103,220507,0,622170508462,76066422515,45638884327,45791259295,619022944358
968,2426830,2478674,220529,0,622714440395,76133194054,45678946174,45800079013,619143915846
969,2429516,2480884,220673,0,623287283932,76203226892,45720964810,45839053241,619688729746
970,2432213,2483178,220811,0,623828928100,76269312254,45760614930,45873494736,620162283371
971,2435095,2485773,220959,0,624402697140,76339694150,45802842930,45911841348,620677955607
972,2437865,2488110,221117,0,624969014560,76409031670,45844444339,45947141685,621152244672
973,2440803,2488693,221144,0,625537244714,76478438246,45886087114,45955213315,621267750545
974,2443723,2493165,221410,0,626082901428,76545453090,45926294870,46021852275,622163313575
975,2446597,2495200,221540,0,626658926689,76615780188,45968489971,46053903720,622604844888
976,2449347,2499576,221790,0,627198651103,76681851146,46008131436,46116591688,623439072055
977,2452076,2500138,221814,0,627756487594,76750066712,46049059688,46124325311,623547500281
978,2454727,2504928,222116,0,628303236377,76817049262,46089248151,46195614006,624530658412
979,2457383,2507329,222268,0,628859416510,76885184487,46130128201,46231475625,625015453230
980,2459912,2509824,222378,0,629405216534,76952087587,46170269039,46264838519,625463638531
981,2462508,2514253,222664,0,629960308385,77020013070,46211023282,46328052597,626318201579
982,2465197,2514718,222678,0,630527041392,77089123295,46252488336,46335236533,626417982907
983,2467803,2519410,222910,0,631086115460,77157549251,46293542858,46409324366,627417270560
984,2470649,2522902,223119,0,631649931957,77226562918,46334949913,46456135416,628039474752
985,2473408,2525036,223230,0,632194729207,77293327200,46375007389,46489482354,628492194782
986,2476061,2525515,223251,0,632748367917,77361408476,46415855074,46497236733,628600755778
987,2478749,2530217,223759,0,633295183552,77428288488,46455982011,46579589153,629746116697
988,2481506,2530618,223772,0,633856770527,77497023263,46497221770,46586086573,629835622146
989,2484146,2533077,223898,0,634401785976,77563902943,46537348518,46621037366,630302020017
990,2486796,2535267,224003,0,634955166260,77631638995,46577989082,46651819594,630716502846
991,2489464,2539760,224256,0,635516326713,77700284597,46619175410,46718138684,631614618058
992,2492090,2542438,224384,0,636056107804,77766288566,46658776761,46758588911,632167923903
993,2494668,2542958,224400,0,636587301282,77831321172,46697795316,46765967508,632270591469
994,2497136,2545120,224511,0,637126071962,77897251315,46737352379,46797654913,632698504887
995,2499493,2545712,224539,0,637682602913,77965196130,46778118324,46810147098,632891341365
996,2502048,2549025,224719,0,638226457975,78031805534,46818082922,46866743966,633659757479
997,2504533,2552305,224885,0,638774970658,78098746583,46858246563,46907812608,634228323833
998,2507053,2556777,225108,0,639321341660,78165366162,46898217317,46974371417,635120137967
999,2509563,2558765,225206,0,639863495751,78231783455,46938066674,47005209488,635538746722
1000,2511965,2564463,225521,0,640410864993,78298728968,46978233022,47093323373,636726180938
1001,2514353,2568396,225740,0,640953602487,78365009711,47018000497,47154909823,637559438170
1002,2516789,2568852,225749,0,641484012234,78429925633,47056949072,47162017710,637658263980
1003,2519248,2571037,225851,0,642012610530,78494473728,47095676928,47194789789,638102264089
1004,2521672,2573091,225953,0,642547979971,78560100319,47135051893,47226873312,638533562655
1005,2523962,2573657,225983,0,643083947252,78625469498,47174272490,47239172794,638723090865
1006,2526413,2575086,226053,0,643643249127,78693790475,47215264112,47269210912,639137249227
1007,2528800,2579636,226288,0,644175305540,78758959754,47254364717,47333667270,640003988074
1008,2531147,2580021,226310,0,644704352655,78823579446,47293135564,47339468910,640086960991
1009,2533486,2582247,226422,0,645235045154,78888425346,47332042182,47374972741,640561473218
1010,2535892,2586333,226638,0,645776393090,78954487700,47371678615,47439677718,641450468236
1011,2538292,2586809,226656,0,646310054059,79019834100,47410885510,47447007037,641551793817
1012,2540579,2591004,226908,0,646850838986,79085837625,47450486703,47516153443,642509920206
1013,2542861,2594617,227097,0,647413681522,79154311945,47491570366,47573605687,643281652226
1014,2545048,2595024,227108,0,647951468803,79220130701,47531060752,47580482818,643376917187
1015,2547274,2595571,227124,0,648490382777,79286152130,47570672711,47589293519,643497171839
1016,2549524,2598928,227306,0,649027109120,79351733741,47610020776,47649025305,644301389888
1017,2551818,2605421,227684,0,649571331844,79418085466,47649830908,47745387826,645603089242
1018,2554080,2605881,227710,0,650103057385,79483268760,47688939955,47753207791,645712667364
1019,2556412,2609481,227884,0,650631429593,79547647155,47727566059,47816152525,646584665960
1020,2558711,2611898,227988,0,651171089872,79613637824,47767159525,47852732563,647081206489
1021,2561046,2617340,228307,0,651696514499,79678075671,47805821272,47942728359,648287094474
1022,2563450,2619307,228404,0,652223378713,79742395751,47844412365,47974222274,648710841803
1023,2565730,2623291,228635,0,652721577800,79803201535,47880894927,48037333025,649557288022
1024,2568028,2624187,228678,0,653268416250,79869693059,47920788940,48059147545,649880256703
1025,2570251,2629236,228975,0,653791979065,79933513015,47959080021,48136013824,650911539387
1026,2572462,2631323,229063,0,654320564113,79998173867,47997875657,48167820850,651341274664
1027,2574695,2631810,229081,0,654855129252,80063454979,48037043417,48175228334,651444993084
1028,2576896,2633710,229178,0,655374432982,80127007181,48075173850,48205503482,651854837691
1029,2579133,2634150,229195,0,655916309613,80193205032,48114891681,48212975105,651955442134
1030,2581286,2636420,229316,0,656436348937,80256723764,48153002066,48250137977,652457711702
1031,2583496,2636906,229329,0,656972578196,80322411780,48192414003,48257978833,652566771788
1032,2585696,2640857,229563,0,657497708728,80386521626,48230879027,48328817304,653543375923
1033,2587916,2644762,229770,0,658051438356,80453890143,48271299269,48392994280,654417511369
1034,2590154,2647079,229889,0,658588169607,80519448520,48310633401,48428452355,654922385425
1035,2592232,2652448,230196,0,659103685662,80582316836,48348353549,48519031454,656137674328
1036,2594323,2653102,230231,0,659628443369,80646344593,48386769356,48532456828,656344634965
1037,2596549,2656858,230426,0,660172244878,80712783339,48426631704,48594831831,657186697691
1038,2598737,2657346,230451,0,660707941967,80778061996,48465798026,48602274931,657292433998
1039,2600966,2657842,230468,0,661228122667,80841598607,48503919122,48610144513,657403895552
1040,2603116,2661919,230692,0,661768630611,80907167840,48543259813,48673468223,658277354183
1041,2605262,2663853,230807,0,662292333457,80971110292,48581624410,48707245019,658738634367
1042,2607487,2665971,230896,0,662834454401,81037296756,48621335394,48742302019,659212918790
1043,2609507,2666474,230919,0,663346755258,81099818333,48658847551,48750138703,659321094779
1044,2611035,2674104,231377,0,663914026892,81166383464,48698786026,48892563304,661282071191
1045,2611035,2686108,232203,0,663914026892,81166383464,48698786026,49077426508,663823632558
1046,2612425,2686148,232481,0,664049269452,81179127761,48706432054,49078766267,663856438397
1047,2614992,2686754,234807,0,664313868027,81204182841,48721464087,49092659036,664166652475
1048,2616813,2687064,235951,0,664477827957,81220573654,48731297843,49098567793,664305442847
1049,2619110,2687852,236009,0,664898178815,81272677086,48762558998,49109049780,664448265378
1050,2621546,2688645,236056,0,665422528650,81337126478,48801227674,49121996194,664627707110
1051,2624233,2689356,236102,0,665981959739,81405701639,48842371688,49132554926,664774326733
1052,2627023,2690302,236152,0,666530449524,81472921423,48882702464,49145589741,664953362830
1053,2629856,2692548,236295,0,667066997934,81538649997,48922138479,49177664377,665388144112
1054,2632730,2694895,236444,0,667593495793,81603153826,48960839619,49214104021,665876168633
1055,2635619,2697278,236585,0,668149280619,81671131445,49001625023,49249144309,666349804343
1056,2638604,2699621,236701,0,668681286013,81736339182,49040748469,49282551257,666801454980
1057,2641813,2700635,236748,0,669202597443,81800285495,49079114960,49294704459,666968237560
1058,2644973,2701533,236795,0,669753359903,81867707966,49119567194,49305396878,667117577471
1059,2648128,2705670,237015,0,670293436348,81933783148,49159211001,49362031718,667877806243
1060,2651261,2706681,237066,0,670835771802,82000363928,49199158230,49374086350,668042992918
1061,2654264,2709385,237234,0,671353230667,82063913235,49237286594,49413526785,668609949564
1062,2657334,2712017,237349,0,671903126905,82131352601,49277748982,49445709760,669036956461
1063,2660334,2715138,237487,0,672436794037,82196910261,49317082395,49483293017,669543307781
1064,2663136,2718053,237643,0,672960853766,82261103780,49355597390,49520045809,670036753975
1065,2666019,2718946,237683,0,673492120500,82326503575,49394836127,49532740944,670210940426
1066,2669082,2723755,237964,0,674041095108,82393558248,49435067714,49597349267,671092320595
1067,2671998,2728384,238213,0,674577653646,82459519242,49474643164,49658295223,671912953019
1068,2674845,2729218,238259,0,675099039370,82523481820,49513019579,49668987157,672063308952
1069,2677662,2730940,238366,0,675629635946,82588091490,49551784244,49699534909,672480334967
1070,2680544,2734393,238515,0,676158006145,82652742966,49590573954,49735499168,672959500953
1071,2683303,2738916,238743,0,676675467614,82715977211,49628513402,49794127690,673740568684
1072,2686073,2739702,238796,0,677197232098,82779902984,49666867779,49804470011,673882872186
1073,2688891,2744108,239024,0,677738083855,82845862469,49706442330,49862235492,674659940706
1074,2691716,2748829,239248,0,678270484150,82910718114,49745354602,49925967658,675541894967
1075,2694353,2751883,239423,0,678789168481,82974207599,49783447233,49970866278,676161781839
1076,2697137,2754084,239511,0,679327625390,83040098950,49822980935,49994089117,676469060537
1077,2699773,2755067,239563,0,679847849609,83103750421,49861170761,50007775956,676658829273
1078,2702297,2757568,239712,0,680373662451,83167843396,49899625514,50041456260,677118297248
1079,2704908,2758564,239773,0,680924964792,83235277809,49940085092,50056155937,677326768535
1080,2707546,2764746,240038,0,681451253211,83299949367,49978886982,50137811436,678414821648
1081,2710180,2767661,240214,0,681978362808,83364563439,50017654371,50181199742,679024463222
1082,2712883,2770213,240340,0,682512081456,83429990092,50056909284,50215932634,679487857624
1083,2715575,2772745,240464,0,683029317134,83493437730,50094976809,50250213574,679956283339
1084,2718297,2778752,240761,0,683555948586,83557756565,50133567049,50338365776,681157226726
1085,2721117,2779531,240803,0,684084445370,83622398647,50172351188,50348920932,681303007996
1086,2723818,2781996,240932,0,684603572384,83686143977,50210597293,50383720522,681773399842
1087,2726501,2786306,242008,0,685155749604,83753641436,50251094699,50468103395,682982108502
1088,2729111,2788289,242129,0,685660590504,83815531011,50288227404,50486437061,683226131054
1089,2731771,2791040,242265,0,686198760369,83881355051,50327720760,50523134158,683722637668
1090,2734351,2793660,242388,0,686725665143,83945842661,50366412289,50560566559,684229239194
1091,2737003,2799733,242658,0,687269518313,84012454430,50406378318,50645296101,685365752951
1092,2739716,2800646,242706,0,687793711209,84076694925,50444921524,50657784144,685537500512
1093,2742341,2804671,242885,0,688306677359,84139477763,50482590148,50715339589,686307350976
1094,2745034,2807221,243036,0,688825147041,84202845654,50520609799,50751994483,686803344328
1095,2747717,2809808,243164,0,689348015936,84266703421,50558923370,50788460205,687294121036
1096,2750338,2810731,243202,0,689864416112,84329950484,50596870564,50801283843,687470826860
1097,2752918,2811730,243262,0,690385935700,84393828336,50635196268,50818390788,687719320744
1098,2755517,2814607,243389,0,690913066620,84458429615,50673955983,50858605603,688258430053
1099,2758124,2815616,243441,0,691446290793,84523733312,50713137151,50876318294,688517900017
1100,2760663,2820122,243665,0,691959688250,84586432785,50750755809,50936570883,689327179893
1101,2763303,2822917,243805,0,692486421349,84650791648,50789370094,50978452451,689924408049
1102,2765973,2825530,243945,0,693025532361,84716612862,50828861761,51018946058,690510463150
1103,2768511,2828142,244084,0,693556353811,84781618234,50867863931,51056113543,691004160868
1104,2771068,2829215,244145,0,694081672761,84846017688,50906502575,51075272426,691285685331
1105,2773444,2831672,244276,0,694590420603,84908331917,50943890175,51110596035,691755201506
1106,2775860,2832423,244332,0,695107432159,84971613169,50981857967,51121633669,691906411673
1107,2778280,2834520,244445,0,695624680775,85034689076,51019702522,51156994776,692391492066
1108,2780803,2838970,244672,0,696156276820,85099665438,51058687348,51215623900,693172092463
1109,2783286,2843332,244896,0,696665189052,85161900010,51096027114,51282332323,694101525476
1110,2785775,2845862,245022,0,697171395778,85223923941,51133240501,51319362434,694599945138
1111,2788275,2846707,245058,0,697698947929,85288527532,51172001665,51330957047,694758879817
1112,2790715,2849261,245193,0,698207120090,85350908652,51209429337,51368907704,695266070375
1113,2793240,2853040,245407,0,698721782379,85413838531,51247186269,51425201612,696029277110
1114,2795665,2855605,245553,0,699246843222,85477734098,51285522637,51466185402,696597724770
1115,2798120,2857981,245724,0,699763358003,85540993130,51323477066,51504878377,697131823242
1116,2800540,2859464,245806,0,700261382782,85601944013,51360046617,51533291404,697522995546
1117,2803057,2864419,246067,0,700807096345,85668523489,51399993303,51599388190,698394895694
1118,2805524,2866755,246203,0,701322157814,85731479354,51437765826,51633254422,698850460609
1119,2808004,2869101,246356,0,701833602847,85794143465,51475363293,51667583515,699316397213
