Experiment Time (minutes),Reads,Basecalled Reads Passed,Basecalled Reads Failed,Basecalled Reads Skipped,Selected Raw Samples,Selected Events,Estimated Bases,Basecalled Bases,Basecalled Samples
0,0,0,0,0,0,0,0,0,0
1,2904,534,2266,0,269267780,25785672,15470239,11477083,263268344
2,8616,1071,5652,0,868513954,82164786,49295416,28650902,666373907
3,11239,1957,8445,0,1111998376,107925674,64750888,44687885,1015404935
4,14152,2509,8513,0,1751837683,187826394,112690153,51589412,1103792141
5,17061,3525,8603,0,2494899002,279557428,167727605,70360139,1348125458
6,20059,5004,8731,0,3254711929,373579454,224139631,95829702,1676768616
7,23019,7831,9310,0,4009061304,467062357,280228169,149179073,2384224328
8,26041,9270,9404,0,4740627464,557736839,334631637,174414314,2709531683
9,29084,12029,9609,0,5508643419,652748111,391637196,227244649,3389134245
10,32107,15512,9850,0,6251661651,744618227,446758046,290791359,4217593320
11,35013,16803,9935,0,6992574529,836416566,501835905,313919174,4512664646
12,37903,20189,10151,0,7730336363,927785413,556656050,379098546,5374548161
13,40745,23557,10388,0,8461107268,1018014203,610792199,444618915,6242312035
14,43493,26723,10596,0,9206162133,1109440944,665647138,503130770,7011867291
15,46274,28564,10707,0,9946956450,1200565148,720320556,541256279,7529316073
16,49028,31339,10837,0,10678772957,1290750285,774430537,589141183,8151892615
17,51735,34184,10987,0,11423899707,1382429366,829436905,640534661,8824471471
18,54438,36181,11140,0,12146292341,1471352295,882789559,676059318,9298956255
19,57227,37631,11201,0,12895193254,1563888218,938309992,700221484,9608621329
20,59990,43696,11521,0,13629264472,1654211459,992502854,813005613,11096809018
21,62834,46526,11659,0,14363572073,1744686427,1046786710,862225101,11740346535
22,65576,47958,11736,0,15096471507,1834961204,1100950468,890385758,12119566964
23,68422,53519,12040,0,15859235459,1928578391,1157119640,997783912,13537703730
24,71294,54792,12097,0,16594472707,2019132687,1211451056,1018498292,13805009799
25,74093,56013,12165,0,17308540285,2107104756,1264233179,1039374710,14077424144
26,76846,57763,12265,0,18044817528,2197674008,1318573630,1071046161,14491812336
27,79597,62764,12543,0,18812912275,2291970140,1375150228,1171140432,15849111607
28,82311,68258,12848,0,19545919173,2382316854,1429357177,1268582525,17121619377
29,84989,71022,13007,0,20268566654,2471111718,1482633026,1318468706,17777108476
30,87804,72995,13118,0,21019079674,2563535960,1538086425,1359981482,18324947603
31,90528,76234,13316,0,21746106803,2653109851,1591829671,1412749510,19015138488
32,93247,78838,13468,0,22467317939,2741996009,1645160294,1463900008,19696565511
33,95982,82970,13695,0,23221592362,2834825432,1700856857,1539755356,20694827253
34,98798,84182,13771,0,23966163845,2926307143,1755744741,1560535322,20963200113
35,101576,86345,13906,0,24685302051,3014587033,1808711553,1608880672,21644401964
36,104333,87675,13989,0,25425380331,3105908963,1863503607,1636284906,22017999683
37,107125,91808,14216,0,26166995112,3197349309,1918366685,1713068265,23039486045
38,109929,94511,14378,0,26894216576,3286931140,1972114670,1761853878,23678077756
39,112687,97318,14520,0,27622094709,3376469057,2025836312,1811641803,24332111128
40,115444,99996,14646,0,28359315202,3467349639,2080363553,1858116994,24941944896
41,118216,102796,14792,0,29089895020,3557243691,2134298904,1906647524,25575141473
42,120934,106891,15009,0,29813308013,3646282036,2187720820,1978316690,26519480480
43,123577,111103,15224,0,30508530926,3731818899,2239041870,2052436261,27488820719
44,126324,113584,15363,0,31258006449,3824263503,2294507520,2095581017,28054755649
45,128971,114978,15440,0,31973356341,3912393577,2347384517,2123640270,28426583125
46,131665,116094,15496,0,32710211911,4003050229,2401777436,2145462537,28726897243
47,134389,120238,15732,0,33426011935,4090987829,2454538898,2221775826,29723587038
48,137084,122936,15868,0,34177139047,4183519146,2510056606,2269712565,30357946717
49,139855,126499,16058,0,34911509713,4273899469,2564283690,2344009685,31357582773
50,142628,130395,16250,0,35649778728,4364290113,2618516970,2410397318,32243082293
51,145371,136237,16571,0,36388429116,4454925023,2672896794,2517805935,33649193638
52,148086,138729,16701,0,37097648959,4542171492,2725243582,2562626777,34237375896
53,150847,141364,16843,0,37824825698,4631593858,2778895894,2609708438,34856795420
54,153548,142539,16903,0,38560711127,4722185293,2833249673,2629779948,35117633219
55,156266,145274,17048,0,39281141443,4810856837,2886451515,2682661684,35827135150
56,158954,147841,17195,0,40011091498,4900510641,2940242748,2729305330,36447076839
57,161731,149017,17243,0,40746782958,4990948071,2994504104,2749401857,36710910379
58,164437,150143,17304,0,41472373856,5080205802,3048057646,2771874121,37015076411
59,167177,154131,17509,0,42199217586,5169510598,3101639429,2842594399,37947959156
60,169891,156835,17623,0,42934473010,5260023298,3155945963,2889990220,38565177897
61,172573,159293,17742,0,43674553299,5351150376,3210621103,2941945128,39259554213
62,175177,165635,18110,0,44389181568,5439140013,3263413821,3062214473,40874041236
63,177842,166680,18183,0,45131216944,5530048211,3317957660,3080848270,41118952211
64,180449,169173,18326,0,45838945522,5617377324,3370354092,3126143198,41719124304
65,183066,170574,18397,0,46564729790,5706430642,3423785042,3152736589,42074372838
66,185675,171496,18448,0,47292644724,5796084798,3477576494,3168875015,42282913987
67,188226,178181,18792,0,48021090804,5885512621,3531232163,3304939494,44101696888
68,190868,181449,18987,0,48746239274,5974884537,3584854269,3358777817,44802388049
69,193466,182421,19052,0,49469027265,6063931980,3638281701,3375850972,45023148778
70,195970,183508,19106,0,50184360536,6151928533,3691078634,3395631675,45282960182
71,198501,186581,19259,0,50916461559,6241655080,3744913552,3463590569,46213050189
72,201036,196447,19778,0,51637195202,6329722813,3797753171,3655532899,48765979787
73,203638,197422,19808,0,52368731916,6419582177,3851667750,3672323156,48985732505
74,206251,198911,19885,0,53085004285,6507797052,3904595617,3700025537,49350692162
75,208783,200027,19946,0,53800741148,6595537792,3957239048,3719385377,49603014530
76,211347,201324,20007,0,54521456703,6684267668,4010475950,3746568508,49969458391
77,213899,203716,20113,0,55244639558,6773087182,4063766633,3790799411,50553534690
78,216455,207748,20311,0,55968990379,6862146150,4117201003,3867332238,51557441068
79,218962,211735,20505,0,56671451156,6948464290,4168990906,3942112750,52550159614
80,221458,212815,20556,0,57399347891,7037800331,4222591542,3961759363,52802737258
81,223978,215382,20700,0,58141819060,7128967798,4277291002,4014553282,53517359106
82,226546,217912,20839,0,58875703593,7219112252,4331376645,4076244220,54356106730
83,229134,220742,20994,0,59594274910,7307680885,4384516779,4123924875,54978916194
84,231699,223046,21116,0,60311323754,7395704031,4437329611,4167161813,55551972117
85,234320,227405,21325,0,61056541192,7486977688,4492092785,4256649064,56761585570
86,236904,231505,21533,0,61781066485,7575738714,4545348339,4335156430,57804832060
87,239570,235381,21729,0,62544493041,7669407244,4601548384,4413188931,58862613167
88,242152,239231,21929,0,63256035232,7756692473,4653918475,4486021623,59822566007
89,244785,243433,22156,0,63985857514,7846315851,4707691451,4567724266,60910913049
90,247301,245983,22287,0,64697423280,7933635438,4760082192,4618309570,61598446011
91,249888,247481,22386,0,65439948176,8024780188,4814768015,4652209106,62075457870
92,253034,248580,22465,0,66254927156,8124829763,4874796501,4674242219,62376154947
93,255488,254327,22776,0,66908828991,8205048885,4922926971,4783463457,63824088591
94,257340,259831,23056,0,67589296289,8284935883,4970858436,4907575561,65523807757
95,257340,268243,23618,0,67589296289,8284935883,4970858436,5049728227,67456382804
96,259954,269059,24662,0,67840140789,8308744696,4985142678,5059806147,67648268917
97,264446,269513,28552,0,68312808463,8352972068,5011677262,5079572122,68111219385
98,268198,270215,32027,0,68647108338,8386664053,5031890955,5097327147,68520256752
99,271088,271580,32138,0,69278279104,8465112199,5078958691,5118268728,68794924335
100,273866,272699,32212,0,69990781490,8553169821,5131792159,5138641857,69066276333
101,276695,273855,32292,0,70754299168,8647034916,5188110087,5158960746,69334402157
102,279550,275039,32363,0,71508828894,8739942996,5243853806,5179850983,69610300003
103,282266,276413,32429,0,72225237140,8828232209,5296826246,5203984693,69927183953
104,285040,279132,32583,0,72978752003,8920804478,5352368497,5253886749,70585049302
105,287844,282053,32870,0,73730515886,9013347080,5407892963,5311285020,71386409504
106,290599,284870,33044,0,74473880261,9104820715,5462776026,5364153735,72081442911
107,293374,286214,33117,0,75219187583,9196656843,5517876585,5392271797,72466352801
108,296092,288468,33228,0,75953968751,9286473455,5571765471,5438556472,73085295054
109,298884,290303,33325,0,76692397582,9377252541,5626231787,5463786649,73416998697
110,301612,291590,33388,0,77416536290,9466421872,5679732277,5485142582,73700792801
111,304346,294717,33550,0,78150724975,9556612559,5733845585,5549377101,74583123447
112,307081,298130,33758,0,78901303930,9648722344,5789110356,5618194175,75486298245
113,309812,303224,34456,0,79632302027,9738819076,5843167307,5708265992,76691528409
114,312528,304884,34551,0,80348291882,9827010966,5896081377,5744024785,77185738999
115,315290,310809,34889,0,81085955324,9917894083,5950610126,5856883759,78673093953
116,318023,313200,35043,0,81821137419,10008248200,6004821524,5900735005,79252935139
117,320676,314641,35150,0,82549805142,10097982310,6058660909,5932126982,79675214395
118,323337,318087,35349,0,83271545632,10186777474,6111936919,5991887715,80453985131
119,325962,320960,35498,0,83997338878,10276060116,6165505453,6047988993,81201484629
120,328672,323844,35652,0,84721150065,10365304184,6219050806,6100176910,81879338371
121,331372,324868,35702,0,85449119939,10454787555,6272739760,6118400738,82122162653
122,334053,329104,35914,0,86183294592,10544977402,6326852599,6196301067,83145273409
123,336696,331691,36025,0,86895851915,10632388082,6379297959,6244706628,83789795191
124,339432,334184,36172,0,87630990299,10722809130,6433549461,6291305575,84405093799
125,342072,338160,36376,0,88354708472,10811659927,6486858887,6366936602,85402171495
126,344744,342277,36585,0,89081629149,10900804169,6540344377,6441877113,86391779275
127,347355,343617,36652,0,89785876603,10987415065,6592309881,6469181357,86771211301
128,350036,344553,36696,0,90514760203,11076717159,6645890057,6485288706,86982569291
129,352681,345920,36764,0,91240983201,11165922557,6699412244,6513001902,87355033395
130,355287,348532,36901,0,91954354401,11253546011,6751985279,6559612605,87966927553
131,357956,349638,36956,0,92688731706,11343689155,6806070106,6579096320,88224550819
132,360555,352409,37102,0,93409957078,11432160527,6859151906,6633148848,88957752140
133,363120,356589,37304,0,94104691407,11517621147,6910427247,6710263802,89972858167
134,365778,357617,37344,0,94855565903,11609691497,6965668424,6728053185,90208022014
135,368380,360379,37480,0,95561537214,11696672020,7017855710,6777002671,90855435983
136,370998,364404,37668,0,96297088857,11786798047,7071930299,6849848288,91820294699
137,373648,367347,37810,0,97020759662,11875578762,7125197659,6907129313,92591361345
138,376357,370134,37948,0,97762779759,11966813935,7179937695,6960972426,93317449146
139,379030,371343,38004,0,98484600979,12055629289,7233225847,6982025478,93594003133
140,382715,376966,38282,0,99368921766,12163696284,7298064570,7098010650,95172234878
141,385279,383339,38580,0,99956646582,12236348363,7341654771,7207351723,96603659230
142,387861,384414,38634,0,100656923986,12322421971,7393297912,7230429656,96923515996
143,390446,388709,38857,0,101390997068,12412520839,7447356222,7312569289,98027450799
144,393041,391107,38964,0,102105633293,12500360225,7500058845,7352525836,98549333530
145,395541,391981,39000,0,102809688446,12587028290,7552058676,7368236139,98756843426
146,398106,393111,39042,0,103528628644,12675516727,7605150710,7393059104,99090405310
147,400715,394054,39087,0,104266669528,12766150523,7659529931,7409210120,99304403446
148,403249,396787,39226,0,104963006387,12852049592,7711068365,7459079085,99964016458
149,405796,397822,39288,0,105686112029,12940948854,7764406887,7477274958,100204706880
150,408327,398697,39327,0,106408628388,13029680305,7817644764,7492522468,100408117625
151,410932,399945,39376,0,107145762347,13120080735,7871884010,7517981232,100755281570
152,413405,405266,39637,0,107843821943,13205730632,7923272939,7625378296,102170011321
153,415955,408649,39797,0,108573701218,13295230593,7976971914,7686240024,102974428490
154,418479,413756,40064,0,109290478153,13383409665,8029878343,7782213721,104234696511
155,420989,414878,40121,0,110020322139,13472949181,8083601047,7808345628,104602689702
156,423463,417223,40245,0,110738896109,13561424572,8136685313,7852894046,105203176182
157,425986,418122,40274,0,111457069574,13649682203,8189638876,7869170560,105418581335
158,428536,419435,40325,0,112189185188,13739014634,8243237322,7894892240,105773113788
159,431069,420233,40369,0,112901167690,13826583089,8295777370,7908959778,105958623847
160,433614,424646,40559,0,113608496920,13913489296,8347920074,7998344479,107140635280
161,436108,429218,40765,0,114338979622,14002694747,8401442372,8092733763,108421872979
162,438651,431613,40887,0,115067765048,14092068153,8455065405,8138554455,109023548062
163,441165,435740,41079,0,115792366763,14180947439,8508391985,8217378554,110070786877
164,443726,438478,41214,0,116516221645,14270066761,8561862572,8272063228,110801305458
165,446172,439211,41254,0,117208818838,14354876527,8612747449,8285986468,110986447541
166,448655,446304,41565,0,117936053510,14444006207,8666224269,8419686175,112756661090
167,451196,448871,41686,0,118656733641,14532402987,8719261332,8468508224,113410734439
168,453655,449798,41730,0,119370893328,14619977444,8771805012,8488942085,113694323522
169,456216,450731,41776,0,120087599197,14707961263,8824594290,8505347431,113911927195
170,458716,456642,42073,0,120805568935,14795841084,8877321208,8623080803,115486221500
171,461145,460760,42266,0,121508936546,14882389273,8929249129,8700997963,116512582432
172,463691,461683,42312,0,122242559690,14972618710,8983385757,8717747794,116736425831
173,466146,464129,42414,0,122945155333,15058751301,9035064335,8762953281,117329240823
174,468677,468218,42633,0,123652982569,15145455361,9087085752,8840563846,118362494353
175,471138,469038,42670,0,124376585805,15234145646,9140298956,8855259069,118560458821
176,473635,471682,42808,0,125098568579,15322689581,9193424329,8905305946,119226146479
177,476112,476441,43046,0,125816881075,15410596813,9246167678,8990138709,120358411308
178,478615,482395,43324,0,126545947405,15499861656,9299725587,9102892198,121854580319
179,481078,483461,43362,0,127253663936,15586648767,9351796863,9125661162,122176162553
180,483559,486091,43488,0,127974675940,15674979620,9404794407,9181924972,122954974379
181,486076,488785,43612,0,128691519114,15763013878,9457613926,9232426520,123627210876
182,488534,491436,43729,0,129393072088,15848831944,9509103799,9282262882,124289926825
183,491038,497514,44016,0,130129061531,15939158375,9563298652,9403229305,125895077571
184,493521,501366,44196,0,130851805467,16027446742,9616270675,9475559578,126862943358
185,495985,502204,44230,0,131547700602,16112924822,9667556548,9490231620,127060037416
186,498475,506186,44434,0,132263609174,16200463196,9720078539,9568600864,128110199147
187,500972,508720,44550,0,132971412956,16287440451,9772263882,9619427748,128788256420
188,503285,509370,44576,0,133654590095,16371262169,9822555978,9631162118,128946658250
189,505162,512858,44810,0,134436393943,16463064396,9877636574,9718175180,130224679400
190,505162,523384,45522,0,134436393943,16463064396,9877636574,9922667359,132991092975
191,507616,528855,46363,0,134668389550,16484955871,9890770487,10024091690,134389761455
192,511836,529602,50285,0,135113619617,16526830880,9915893806,10044624071,134866677402
193,515327,530247,53587,0,135426774827,16558551720,9934924912,10062120551,135262376253
194,518064,531292,53679,0,136021347565,16632357559,9979207320,10078515646,135479310407
195,520843,532285,53749,0,136759826285,16723544487,10033918374,10096854182,135726161049
196,523622,533235,53817,0,137500432697,16814593087,10088546413,10113856364,135957193265
197,526371,534101,53888,0,138259089570,16907944668,10144556254,10130165428,136176156868
198,529139,535082,53942,0,138980063005,16996711604,10197815304,10148170003,136413537444
199,531853,536377,54032,0,139704603314,17085713996,10251215647,10175287397,136802982529
200,534594,539428,54238,0,140448160443,17177136866,10306068254,10240460410,137669920131
201,537294,541108,54363,0,141172969841,17266390382,10359619257,10266713524,138010140780
202,539916,543414,54544,0,141888343943,17353870645,10412106383,10310529562,138590613683
203,542670,547420,54888,0,142635345997,17445870198,10467305020,10386291742,139593136214
204,547078,552573,55628,0,143478839035,17549203485,10529303260,10482924120,140926728191
205,549769,555069,55810,0,144118947780,17628111395,10576646941,10530070751,141554558253
206,552450,558750,56023,0,144833812204,17716072506,10629422537,10598990891,142464443338
207,555031,562403,56276,0,145548537038,17803735813,10682019499,10663658617,143312658040
208,557647,564686,56422,0,146273297861,17892956988,10735551154,10706441761,143881761186
209,560272,565543,56467,0,146988660671,17980707813,10788200610,10722473579,144094583152
210,562866,566398,56515,0,147710692579,18069380007,10841402890,10738095393,144303722297
211,565590,569184,56688,0,148464302186,18161957422,10896948233,10792446492,145040372316
212,568211,573173,56963,0,149181127014,18249873659,10949696922,10865646709,146011174256
213,570858,575495,57131,0,149912894850,18339645983,11003559265,10908659000,146589451329
214,573514,576781,57208,0,150632980080,18428138566,11056653761,10935866285,146973196131
215,576123,577588,57242,0,151347309163,18515992839,11109365268,10949783771,147156579167
216,578743,578521,57281,0,152057354123,18603470169,11161850641,10966253790,147374966658
217,581344,583658,57639,0,152780294323,18692172149,11215070777,11069645142,148748586799
218,584015,584507,57679,0,153505868535,18781253468,11268518511,11084393224,148948157460
219,586610,588140,57972,0,154227044738,18869950423,11321735640,11153895849,149868136212
220,589188,594500,58451,0,154948589699,18958340860,11374768872,11285383618,151632827408
221,591799,596007,58564,0,155672237485,19047357299,11428177697,11307089188,151913939412
222,594323,598340,58711,0,156404066875,19137059347,11481997953,11351155621,152498604248
223,597006,600598,58850,0,157126765459,19225472035,11535044492,11392484454,153046687889
224,599571,601429,58895,0,157847986310,19314043592,11588186417,11407166451,153244548176
225,602187,604350,59080,0,158570317891,19402765305,11641418380,11466229006,154044137365
226,604793,605073,59110,0,159285551225,19490827040,11694254371,11479267698,154216923066
227,607452,605964,59149,0,160004750068,19579337830,11747359789,11494269940,154417636602
228,609996,608669,59320,0,160715050488,19666728747,11799793359,11549094800,155164365169
229,612568,611392,59468,0,161445848869,19756280675,11853523478,11602938224,155891007767
230,615130,615767,59753,0,162164101365,19844439487,11906417723,11684320504,156971551635
231,617730,616500,59795,0,162879310596,19932182499,11959062491,11697412556,157145126924
232,620324,618865,59939,0,163600126709,20020609959,12012117935,11742112678,157732157304
233,622958,623295,60219,0,164336156333,20110915876,12066300433,11833476495,158971666393
234,625609,625899,60415,0,165052565199,20198790554,12119024191,11887558543,159710477334
235,628214,627120,60484,0,165761633824,20285945576,12171316157,11916231572,160101382400
236,630848,632469,60815,0,166464135150,20372246105,12223095426,12014042482,161398600838
237,633426,640941,61325,0,167169416587,20458671791,12274949816,12173206497,163505588836
238,636040,641594,61368,0,167911599908,20549772448,12329609150,12188556081,163734996269
239,638626,643812,61496,0,168619207078,20636654691,12381737441,12229752182,164283840350
240,641204,645966,61619,0,169335831380,20724846787,12434651681,12269464377,164812491561
241,643801,647936,61742,0,170050264085,20812519358,12487254166,12307129388,165313550518
242,646332,648969,61803,0,170760054480,20899747819,12539590242,12332010005,165655465863
243,648911,654673,62159,0,171476424672,20987871969,12592463726,12440308895,167110899149
244,651468,656019,62231,0,172184380752,21074842474,12644645008,12472081889,167534866064
245,654034,657355,62323,0,172907745808,21163530188,12697856610,12492811550,167819662191
246,656596,659367,62446,0,173624378389,21251484923,12750628422,12531290294,168325794962
247,659191,663654,62706,0,174335322307,21338705979,12802960001,12612764604,169415762439
248,661704,664947,62781,0,175043056347,21425441084,12855000038,12644573449,169852332344
249,664236,666528,62911,0,175760718038,21513453232,12907806334,12667281162,170146281284
250,666863,672475,63311,0,176479508558,21601592288,12960688689,12787418598,171763336139
251,669313,672958,63334,0,177166223818,21685832442,13011231813,12796177569,171881684374
252,671900,677004,63599,0,177894055561,21774980741,13064719764,12873631347,172907787345
253,674400,677418,63620,0,178586042695,21860016866,13115740441,12881135417,173007617999
254,677033,679837,63777,0,179324025094,21950793863,13170205592,12928492066,173641634092
255,679586,680405,63812,0,180046026830,22039465326,13223407459,12942273340,173837459936
256,681995,686433,64243,0,180737830821,22124126829,13274203410,13058883643,175398420580
257,684517,690534,64521,0,181456076999,22212234918,13327067278,13138120549,176455305780
258,687014,694359,64827,0,182178417385,22300749851,13380175270,13213091348,177452759839
259,689558,698397,65103,0,182894186308,22388356324,13432738130,13293573412,178534733860
260,692010,698783,65136,0,183591309617,22473801609,13484004297,13300828213,178633780064
261,694563,704368,65523,0,184306759012,22561711072,13536748944,13410019499,180083975918
262,697139,708030,65794,0,185020536186,22649260284,13589277420,13489151830,181165890517
263,699680,709991,65921,0,185730602662,22736438511,13641583342,13527688509,181684419836
264,702180,710965,65997,0,186434005935,22822551800,13693250322,13539569776,181840397864
265,704685,715151,66301,0,187130470454,22908126990,13744594438,13620767100,182923354108
266,707244,715593,66355,0,187854968223,22996829973,13797815170,13628674904,183030807096
267,709705,719845,66631,0,188536881178,23080507916,13848020952,13709287218,184101059829
268,712168,723476,66913,0,189231968306,23166035412,13899336451,13780979427,185054347593
269,714585,725607,67066,0,189942807502,23252920111,13951466323,13822557192,185609702148
270,717106,730919,67420,0,190678403767,23343175992,14005618834,13927765227,187015121902
271,719557,731475,67467,0,191366816925,23427679614,14056320029,13936642774,187133369979
272,722059,732174,67527,0,192069228969,23514012670,14108118854,13952964571,187366275772
273,724548,737636,67890,0,192769495863,23599834520,14159610983,14062303973,188819716547
274,726959,739984,68036,0,193469362262,23685607817,14211073981,14107243040,189416171618
275,729375,741989,68145,0,194179839497,23772630890,14263286840,14145723717,189932026814
276,731850,742512,68174,0,194880240623,23858495433,14314804574,14154945581,190056504538
277,734315,742991,68201,0,195584053608,23944895236,14366643473,14162926009,190162439655
278,736756,747258,68497,0,196297349211,24032363156,14419123285,14249698453,191331815259
279,739212,750939,68768,0,197013675847,24120164182,14471802889,14322081625,192296776509
280,741670,753496,68930,0,197714162959,24206082513,14523352898,14376809261,193040020353
281,744199,757665,69236,0,198437605887,24294848032,14576611198,14460651866,194149558090
282,746699,758283,69287,0,199137180312,24380557240,14628035727,14475382470,194363675959
283,749046,762705,69604,0,199837056529,24466293949,14679476843,14567599840,195604224111
284,750922,768548,70133,0,200550855207,24550299662,14729879505,14687482545,197241522833
285,750922,777588,70876,0,200550855207,24550299662,14729879505,14861983424,199590022810
286,753242,781416,71282,0,200773023907,24571378424,14742525842,14923634992,200438797462
287,757217,782315,75058,0,201196858152,24611159693,14766393015,14945801381,200931105919
288,760509,782797,78420,0,201487391537,24640576221,14784041615,14963290970,201333435331
289,763227,783217,78468,0,202076626681,24713847648,14828003380,14969800762,201421205549
290,766036,783649,78513,0,202803649096,24803492052,14881788893,14978196484,201538775400
291,768764,784062,78541,0,203540070143,24894332082,14936291810,14985408020,201636617688
292,771577,784462,78566,0,204279346345,24985216590,14990821391,14992257007,201730141593
293,774322,785083,78651,0,204999377033,25073776382,15043956160,15006580318,201948692106
294,777017,785501,78677,0,205711326133,25160962584,15096266806,15013886292,202047317931
295,779719,789322,78973,0,206453421476,25252021194,15150900883,15094098614,203117133046
296,782406,790196,79044,0,207155838978,25338575395,15202832342,15105056108,203262328735
297,785134,792353,79209,0,207878341266,25427288329,15256059019,15146583953,203819156632
298,787887,796312,79518,0,208600673528,25515987471,15309277404,15221846298,204827705191
299,790628,798698,79677,0,209316219076,25604082460,15362133301,15270159742,205479675967
300,793363,799640,79733,0,210023062030,25690932125,15414242012,15293106815,205801404308
301,796145,802620,79925,0,210737921065,25778692011,15466896814,15349641270,206545615292
302,798885,806410,80637,0,211462633107,25867664008,15520278917,15417019323,207463690367
303,801509,806986,80695,0,212158953205,25953251113,15571630128,15432051156,207676954395
304,804205,810880,80983,0,212877541818,26041264834,15624437259,15505051748,208649725824
305,806830,812357,81065,0,213593120830,26129245201,15677224450,15538971565,209106420882
306,809602,815037,81225,0,214300570267,26216075754,15729321678,15580668517,209663239268
307,812355,817371,81360,0,215013838386,26303725018,15781910129,15623549262,210229380109
308,814981,819610,81491,0,215717790661,26390282336,15833843470,15666171479,210806266270
309,817671,823601,81759,0,216406604480,26474984901,15884663950,15740322518,211792390753
310,820384,829201,82107,0,217129329699,26563767094,15937932184,15843702525,213167770692
311,823051,831375,82232,0,217826663800,26649398528,15989309971,15882843733,213688712713
312,825703,833648,82385,0,218537408579,26736719954,16041701755,15924507507,214244627073
313,828319,835811,82523,0,219237119755,26822753915,16093321088,15963961899,214771347435
314,830971,836303,82565,0,219946714085,26909757487,16145522150,15975636404,214944369076
315,833556,842275,82980,0,220638204595,26994918566,16196617765,16084098253,216385516943
316,836214,844259,83121,0,221364415792,27083923549,16250019681,16121281211,216880391498
317,838844,853532,83736,0,222065286921,27169976117,16301650163,16292871627,219163516368
318,841475,855723,83884,0,222788163153,27258557396,16354797897,16336980946,219769842719
319,844131,859315,84146,0,223475751363,27343280647,16405630790,16405603363,220679456910
320,846768,861358,84308,0,224188589930,27430855362,16458174563,16445023536,221202761802
321,849353,863277,84460,0,224889210782,27517026923,16509876487,16481165126,221686966933
322,851941,863427,84476,0,225597456186,27604069001,16562100698,16484143545,221728036793
323,854490,867041,84718,0,226301657727,27690707355,16614082683,16552934588,222646250183
324,857036,867408,84745,0,227002328799,27776721164,16665689958,16562195717,222783281342
325,859566,868784,84824,0,227706369090,27863356820,16717670332,16596811445,223241095416
326,862047,869620,84896,0,228390749726,27947504354,16768157854,16604677832,223342591186
327,864673,871712,85022,0,229103375625,28035067720,16820694830,16643690435,223866908821
328,867233,877409,85441,0,229825563112,28123581021,16873801787,16752246845,225307491838
329,869798,880989,85682,0,230524427820,28209598187,16925411052,16824388365,226274426740
330,872334,881430,85724,0,231209551089,28293969049,16976032541,16829034264,226335841436
331,874854,889266,86195,0,231907686109,28379681317,17027458889,16977227512,228305109946
332,877397,889371,86204,0,232603328399,28465207072,17078773314,16978869879,228328337740
333,879955,889557,86215,0,233292851108,28549788406,17129521105,16981459260,228364360271
334,882450,889716,86222,0,233987305308,28635093090,17180702933,16983995075,228399987368
335,884930,893780,86453,0,234682290922,28720400438,17231886338,17062218833,229441961747
336,887440,893944,86470,0,235386365003,28806906901,17283789205,17065239212,229483937560
337,889918,896096,86602,0,236087857305,28893078260,17335491055,17106661522,230042266271
338,892402,901061,86895,0,236788014631,28978841967,17386948305,17210521991,231437601588
339,894869,903840,87109,0,237491579144,29065254768,17438794993,17255193276,232027873068
340,897387,905835,87260,0,238183653445,29150377698,17489867738,17294427938,232551404546
341,899848,909795,87503,0,238887666576,29236685581,17541651462,17370526696,233565768921
342,902229,910023,87514,0,239577829855,29321683973,17592649538,17374747087,233622813895
343,904759,915799,87867,0,240294683012,29409812669,17645525748,17486684154,235116640983
344,907199,921171,88232,0,240990802866,29495209510,17696762871,17591254932,236505742174
345,909649,923140,88357,0,241676500357,29579661453,17747433068,17629809778,237021196190
346,912112,925024,88471,0,242391231148,29667498987,17800134586,17667349811,237517010243
347,914659,927209,88611,0,243098492363,29754221035,17852166779,17712909822,238140415620
348,917171,929176,88728,0,243776635989,29837385518,17902064482,17752680456,238671704442
349,919651,932978,88976,0,244466669108,29922138675,17952915382,17827996459,239671327165
350,922111,933131,88987,0,245151009324,30006282114,18003400452,17830713137,239707486367
351,924567,935278,89127,0,245844828600,30091398538,18054469302,17872787334,240266049531
352,926977,938771,89357,0,246537693751,30176366209,18105448927,17945273725,241240764243
353,929416,942978,89627,0,247246322771,30263195164,18157545325,18022747802,242265544912
354,931907,943101,89636,0,247945861670,30349003428,18209029267,18024509801,242289721919
355,934300,945360,89783,0,248611327395,30430688485,18258039371,18068457645,242879158054
356,936891,949371,90017,0,249340922050,30520050902,18311655765,18150389541,243987234304
357,939350,954943,90356,0,250010425945,30602404397,18361066862,18259548849,245441860896
358,941773,955145,90365,0,250699522001,30686804630,18411706049,18263415042,245494363524
359,944191,957293,90495,0,251401087349,30773029093,18463439753,18307682100,246104867472
360,946652,957440,90500,0,252104973167,30859447006,18515289484,18310354260,246141558875
361,949148,961255,90718,0,252801960902,30944955251,18566593422,18384561049,247133614579
362,951527,963288,90827,0,253467004434,31026977071,18615805595,18423662658,247650812211
363,953951,965206,90946,0,254152919230,31111084617,18666269144,18461050510,248148334427
364,956342,965405,90953,0,254855264747,31197006075,18717821060,18464625323,248197460577
365,958777,969889,91193,0,255557309089,31283046827,18769444525,18557794265,249443457786
366,961217,971321,91286,0,256232266295,31366007934,18819220181,18579323701,249717859726
367,963598,971504,91295,0,256892630452,31447008722,18867819699,18582684551,249764672724
