PROBEID	ENTREZ	SYMBOL
ILMN_1678812	1404	HAPLN1
ILMN_1789991	57574	MARCH4
ILMN_1716733	9172	MYOM2
ILMN_1779163	28971	C11orf67
ILMN_1812946	54112	GPR88
ILMN_1728255	3906	LALBA
ILMN_1685490	56155	TEX14
ILMN_1723944	445347	TARP
ILMN_1809364	4908	NTF3
ILMN_1741566	655	BMP7
ILMN_1759598	1749	DLX5
ILMN_2146389	84466	MEGF10
ILMN_1669876	23316	CUX2
ILMN_1713835	375704	ENHO
ILMN_1756573	56901	NDUFA4L2
ILMN_1665964	9846	GAB2
ILMN_2336585	30848	CTAG2
ILMN_1662256	56965	PARP6
ILMN_1786847	7053	TGM3
ILMN_1662880	202299	C5orf27
ILMN_1748903	79727	LIN28A
ILMN_1790154	112885	PHF21B
ILMN_1697919	54904	WHSC1L1
ILMN_1721559	2172	FABP6
ILMN_2361714	4103	MAGEA4
ILMN_1705871	23259	DDHD2
ILMN_2065783	55770	EXOC2
ILMN_1846517	100505715	LOC100505715
ILMN_1811433	6132	RPL8
ILMN_1733669	1016	CDH18
ILMN_2299795	1368	CPM
ILMN_1750234	5645	PRSS2
ILMN_2363621	5932	RBBP8
ILMN_1761945	83888	FGFBP2
ILMN_1788457	10257	ABCC4
ILMN_1784948	90853	SPOCD1
ILMN_1745817	4745	NELL1
ILMN_2384405	83546	RTBDN
ILMN_1684726	29798	C2orf27A
ILMN_1805376	3763	KCNJ6
ILMN_2382126	8500	PPFIA1
ILMN_2101034	147968	CAPN12
ILMN_1653372	148229	ATP8B3
ILMN_1741014	64078	SLC28A3
ILMN_2365686	79053	ALG8
ILMN_1678655	119548	PNLIPRP3
ILMN_1794829	112609	MRAP2
ILMN_1892859	9480	ONECUT2
ILMN_1795181	55601	DDX60
ILMN_1739384	57558	USP35
ILMN_1754576	286887	KRT6C
ILMN_2069632	121355	GTSF1
ILMN_1782788	8531	CSDA
ILMN_1660729	245973	ATP6V1C2
ILMN_1784447	51196	PLCE1
ILMN_1676709	54549	SDK2
ILMN_1787556	29881	NPC1L1
ILMN_1700606	54894	RNF43
ILMN_2384745	5672	PSG4
ILMN_2369666	1380	CR2
ILMN_1685699	5646	PRSS3
ILMN_1660844	92105	INTS4
ILMN_1764087	6856	SYPL1
ILMN_1683664	58516	FAM60A
ILMN_2136971	2170	FABP3
ILMN_1753345	192683	SCAMP5
ILMN_2199768	139065	SLITRK4
ILMN_1703593	55971	BAIAP2L1
ILMN_1899338	100128124	HGC6.3
ILMN_1764082	154141	MBOAT1
ILMN_1672022	2043	EPHA4
ILMN_1797332	79731	NARS2
ILMN_1687724	5910	RAP1GDS1
ILMN_1701911	140947	C5orf20
ILMN_2312606	3663	IRF5
ILMN_1658384	55118	CRTAC1
ILMN_2082585	6591	SNAI2
ILMN_1798838	2017	CTTN
ILMN_1786789	284611	FAM102B
ILMN_1812262	780	DDR1
ILMN_1788841	8115	TCL1A
ILMN_1744963	30001	ERO1L
ILMN_1739126	155006	TMEM213
ILMN_1669982	114800	CCDC85A
ILMN_1674983	439990	LOC439990
ILMN_1702973	84141	FAM176A
ILMN_1660995	268	AMH
ILMN_1666933	9070	ASH2L
ILMN_1720433	131177	FAM3D
ILMN_1745075	6175	RPLP0
ILMN_1660439	6122	RPL3
ILMN_2112988	654817	NCF1C
ILMN_1730670	10272	FSTL3
ILMN_1717393	139411	PTCHD1
ILMN_1780444	403	ARL3
ILMN_2110110	2255	FGF10
ILMN_1667295	114990	VASN
ILMN_1678493	1123	CHN1
ILMN_1771800	5578	PRKCA
ILMN_1772131	7850	IL1R2
ILMN_2326324	3948	LDHC
ILMN_1661299	79816	TLE6
ILMN_1748908	11212	PROSC
ILMN_1667928	676	BRDT
ILMN_2088876	51438	MAGEC2
ILMN_1706664	284716	RIMKLA
ILMN_1765032	440993	LOC440993
ILMN_2374115	7020	TFAP2A
ILMN_1666222	116154	PHACTR3
ILMN_1717381	3231	HOXD1
ILMN_1726928	6920	TCEA3
ILMN_2140510	90293	KLHL13
ILMN_1732296	3399	ID3
ILMN_1674038	1509	CTSD
ILMN_1780382	653566	LOC653566
ILMN_1727043	79709	GLT25D1
ILMN_1766169	586	BCAT1
ILMN_1656940	22885	ABLIM3
ILMN_1808226	6004	RGS16
ILMN_1718924	2108	ETFA
ILMN_2397294	5332	PLCB4
ILMN_1712082	9245	GCNT3
ILMN_1655422	6139	RPL17
ILMN_1788239	144193	AMDHD1
ILMN_1755352	7275	TUB
ILMN_1775549	83886	PRSS27
ILMN_1736814	1207	CLNS1A
ILMN_1687268	9717	SEC14L5
ILMN_1659688	3959	LGALS3BP
ILMN_1660635	51110	LACTB2
ILMN_1752520	91607	SLFN11
ILMN_1727996	9530	BAG4
ILMN_1726809	79365	BHLHE41
ILMN_1719696	5337	PLD1
ILMN_1716875	1501	CTNND2
ILMN_1782551	1875	E2F5
ILMN_2395974	10935	PRDX3
ILMN_2330307	29015	SLC43A3
ILMN_2289840	94009	SERHL
ILMN_1708223	56924	PAK6
ILMN_1715695	795	S100G
ILMN_1724941	64866	CDCP1
ILMN_1742789	9404	LPXN
ILMN_1804419	4033	LRMP
ILMN_1797895	2867	FFAR2
ILMN_1739001	4070	TACSTD2
ILMN_1745880	27019	DNAI1
ILMN_1658847	441478	NRARP
ILMN_2180371	29902	FAM216A
ILMN_1773109	576	BAI2
ILMN_1791679	92737	DNER
ILMN_2143314	6689	SPIB
ILMN_1684690	79885	HDAC11
ILMN_1736828	9486	CHST10
ILMN_1652631	152007	GLIPR2
ILMN_1809783	643161	FAM25A
ILMN_1801767	171586	ABHD3
ILMN_1674243	7037	TFRC
ILMN_1705682	10536	LEPREL2
ILMN_1809483	51171	HSD17B14
ILMN_1699829	1490	CTGF
ILMN_1880983	100509498	LOC100509498
ILMN_1778401	3106	HLA-B
ILMN_1875096	121838	LINC00284
ILMN_2069322	100132288	TEKT4P2
ILMN_1694274	4718	NDUFC2
ILMN_1786426	79713	IGFLR1
ILMN_1754757	6339	SCNN1D
ILMN_1782861	143379	C10orf82
ILMN_1697544	123096	SLC25A29
ILMN_1732926	5820	PVT1
ILMN_1690034	6649	SOD3
ILMN_2324421	7296	TXNRD1
ILMN_1663347	9381	OTOF
ILMN_1702487	6446	SGK1
ILMN_1658995	23597	ACOT9
ILMN_1731157	58529	MYOZ1
ILMN_2368576	7311	UBA52
ILMN_1861270	3786	KCNQ3
ILMN_1774930	8556	CDC14A
ILMN_1653836	25758	C11orf41
ILMN_1774077	2634	GBP2
ILMN_1749738	63941	NECAB3
ILMN_1777476	387778	SPDYC
ILMN_1758658	8772	FADD
ILMN_1737308	2745	GLRX
ILMN_1726352	79875	THSD4
ILMN_1707475	7325	UBE2E2
ILMN_2111229	9256	BZRAP1
ILMN_2059549	6850	SYK
ILMN_1793410	6641	SNTB1
ILMN_2227790	2905	GRIN2C
ILMN_1789357	1747	DLX3
ILMN_1812278	4063	LY9
ILMN_1718754	50489	CD207
ILMN_2314140	5080	PAX6
ILMN_1801697	163183	C19orf46
ILMN_1664292	55786	ZNF415
ILMN_2339202	3895	KTN1
ILMN_1784602	1026	CDKN1A
ILMN_1703092	9401	RECQL4
ILMN_1713636	6277	S100A6
ILMN_1670611	162387	MFSD6L
ILMN_1718783	2134	EXTL1
ILMN_1696699	79632	FAM184A
ILMN_1651826	10409	BASP1
ILMN_1690487	5108	PCM1
ILMN_2107933	26974	ZNF285
ILMN_1713927	401138	AMTN
ILMN_1655479	283463	MUC19
ILMN_1657862	191	AHCY
ILMN_1719649	9725	TMEM63A
ILMN_1802557	50865	HEBP1
ILMN_2396672	3983	ABLIM1
ILMN_1676336	57552	NCEH1
ILMN_1765332	26519	TIMM10
ILMN_1654541	534	ATP6V1G2
ILMN_1902123	100506810	LOC100506810
ILMN_1724634	349196	LOC349196
ILMN_1666269	1522	CTSZ
ILMN_1768812	53826	FXYD6
ILMN_1682567	29903	CCDC106
ILMN_1787509	85441	PRIC285
ILMN_1746494	2339	FNTA
ILMN_2115490	400818	NBPF9
ILMN_1726815	8355	HIST1H3G
ILMN_2388800	8613	PPAP2B
ILMN_2184184	301	ANXA1
ILMN_1728106	7124	TNF
ILMN_1673773	374378	GALNTL4
ILMN_1724139	114908	TMEM123
ILMN_1716468	152195	NUDT16P1
ILMN_2153466	26240	FAM50B
ILMN_1770084	6867	TACC1
ILMN_1772446	84915	C12orf34
ILMN_1741159	1326	MAP3K8
ILMN_1793630	6508	SLC4A3
ILMN_1765558	4862	NPAS2
ILMN_1791771	3055	HCK
ILMN_1706140	389860	PAGE2B
ILMN_1653042	80270	HSD3B7
ILMN_1758924	57497	LRFN2
ILMN_1757074	2790	GNG10
ILMN_1765557	25903	OLFML2B
ILMN_1815718	8945	BTRC
ILMN_1709177	347365	ITIH6
ILMN_1727618	137682	C8orf38
ILMN_1690939	1890	TYMP
ILMN_1679115	7166	TPH1
ILMN_1703765	2835	GPR12
ILMN_1736752	118881	COMTD1
ILMN_1780057	5973	RENBP
ILMN_1747499	129080	EMID1
ILMN_1704961	71	ACTG1
ILMN_1812327	25897	RNF19A
ILMN_1802167	10840	ALDH1L1
ILMN_1704286	53827	FXYD5
ILMN_2381758	9908	G3BP2
ILMN_1658498	126969	SLC44A3
ILMN_1655654	9526	MPDU1
ILMN_1692861	79799	UGT2A3
ILMN_1660691	11031	RAB31
ILMN_1806030	5493	PPL
ILMN_1722025	80315	CPEB4
ILMN_2150352	220869	CBWD5
ILMN_1673509	6158	RPL28
ILMN_1695706	3021	H3F3B
ILMN_1758705	79190	IRX6
ILMN_2082324	120103	SLC36A4
ILMN_1755643	11320	MGAT4A
ILMN_1726589	57124	CD248
ILMN_1706873	6164	RPL34
ILMN_1669709	66000	TMEM108
ILMN_1713496	8869	ST3GAL5
ILMN_1707748	415116	PIM3
ILMN_1683678	26010	SPATS2L
ILMN_1781386	55062	WIPI1
ILMN_1686227	9630	GNA14
ILMN_1723962	56925	LXN
ILMN_1797974	51390	AIG1
ILMN_2201678	11167	FSTL1
ILMN_2371685	7324	UBE2E1
ILMN_1734773	5644	PRSS1
ILMN_1738578	11259	FILIP1L
ILMN_1760049	26297	SERGEF
ILMN_1659550	204010	RPSAP52
ILMN_1800787	23180	RFTN1
ILMN_1676099	10417	SPON2
ILMN_1779558	2621	GAS6
ILMN_1789130	58511	DNASE2B
ILMN_1801616	2012	EMP1
ILMN_1788416	58489	FAM108C1
ILMN_1677723	284	ANGPT1
ILMN_1740960	28992	MACROD1
ILMN_1717706	10769	PLK2
ILMN_1774949	51227	PIGP
ILMN_1712360	8838	WISP3
ILMN_1906187	283070	LOC283070
ILMN_1851547	54954	FAM120C
ILMN_1693862	414919	C8orf82
ILMN_1700024	10090	UST
ILMN_2288784	91057	CCDC34
ILMN_1804007	342977	NANOS3
ILMN_1691809	5682	PSMA1
ILMN_2068257	54587	MXRA8
ILMN_1722981	7100	TLR5
ILMN_2216265	83752	LONP2
ILMN_2112357	146722	CD300LF
ILMN_2307861	1293	COL6A3
ILMN_1755710	1945	EFNA4
ILMN_1695423	928	CD9
ILMN_1724612	399512	SLC25A35
ILMN_1792506	51365	PLA1A
ILMN_1784516	118491	TTC18
ILMN_2157240	55329	MNS1
ILMN_1761442	84219	WDR24
ILMN_1706176	346562	GNAT3
ILMN_1771261	81493	SYNC
ILMN_2313901	5066	PAM
ILMN_2332964	5641	LGMN
ILMN_1749081	26053	AUTS2
ILMN_1797001	23586	DDX58
ILMN_2203729	54435	HCG4
ILMN_1655137	23318	ZCCHC11
ILMN_1706275	65265	C8orf33
ILMN_1781791	5638	PRRG1
ILMN_2214098	54841	BIVM
ILMN_1842582	125488	TTC39C
ILMN_1717809	11237	RNF24
ILMN_1729117	1290	COL5A2
ILMN_2262288	1937	EEF1G
ILMN_1709820	313	AOAH
ILMN_1694588	725	C4BPB
ILMN_1779257	958	CD40
ILMN_1687857	27090	ST6GALNAC4
ILMN_1793476	112464	PRKCDBP
ILMN_2383300	10076	PTPRU
ILMN_1668910	27141	CIDEB
ILMN_1723884	378	ARF4
ILMN_1811301	56623	INPP5E
ILMN_1747067	4861	NPAS1
ILMN_1788607	6147	RPL23A
ILMN_2214910	2050	EPHB4
ILMN_1780368	2841	GPR18
ILMN_1679262	1809	DPYSL3
ILMN_1791302	80258	EFHC2
ILMN_1814465	7326	UBE2G1
ILMN_2103761	7091	TLE4
ILMN_1729225	57537	SORCS2
ILMN_1693826	84868	HAVCR2
ILMN_1812666	29103	DNAJC15
ILMN_1676003	5368	PNOC
ILMN_1654217	4355	MPP2
ILMN_1757604	7169	TPM2
ILMN_1680925	9368	SLC9A3R1
ILMN_2374164	9709	HERPUD1
ILMN_2395375	2550	GABBR1
ILMN_1766221	2683	B4GALT1
ILMN_2183409	949	SCARB1
ILMN_1748797	2885	GRB2
ILMN_1679438	79682	MLF1IP
ILMN_1744212	3635	INPP5D
ILMN_1663142	160364	CLEC12A
ILMN_1746819	727	C5
ILMN_1727142	3551	IKBKB
ILMN_1811933	6470	SHMT1
ILMN_1767658	23212	RRS1
ILMN_1741406	51361	HOOK1
ILMN_1687751	79870	BAALC
ILMN_1668559	6001	RGS10
ILMN_1683023	56034	PDGFC
ILMN_1670379	84168	ANTXR1
ILMN_1689177	196051	PPAPDC1A
ILMN_1716265	283209	PGM2L1
ILMN_1671154	84000	TMPRSS13
ILMN_1758087	57551	TAOK1
ILMN_1717599	5067	CNTN3
ILMN_2049672	63982	ANO3
ILMN_1702301	55619	DOCK10
ILMN_1665865	3487	IGFBP4
ILMN_1765860	139818	DOCK11
ILMN_1684352	80263	TRIM45
ILMN_1710495	89932	PAPLN
ILMN_2315789	5789	PTPRD
ILMN_1688780	6275	S100A4
ILMN_1687037	9742	IFT140
ILMN_2365465	7494	XBP1
ILMN_1677098	388403	YPEL2
ILMN_1772824	81029	WNT5B
ILMN_1756784	23413	NCS1
ILMN_1812096	199731	CADM4
ILMN_2381296	2954	GSTZ1
ILMN_1729487	2766	GMPR
ILMN_1712475	9956	HS3ST2
ILMN_1702255	57582	KCNT1
ILMN_1655068	146691	TOM1L2
ILMN_1678705	284131	ENDOV
ILMN_1812526	7042	TGFB2
ILMN_2090351	283491	OR7E156P
ILMN_2143250	84188	FAR1
ILMN_1809467	10791	VAMP5
ILMN_1668629	401115	C4orf48
ILMN_1740466	55603	FAM46A
ILMN_1702696	246181	AKR7L
ILMN_2352216	26233	FBXL6
ILMN_2047885	56127	PCDHB9
ILMN_1721921	642	BLMH
ILMN_1651365	79413	ZBED2
ILMN_2410938	64093	SMOC1
ILMN_1770824	393	ARHGAP4
ILMN_1682799	57559	STAMBPL1
ILMN_1693552	11314	CD300A
ILMN_2191720	57573	ZNF471
ILMN_2405324	163702	IL28RA
ILMN_1787345	51303	FKBP11
ILMN_1685678	1933	EEF1B2
ILMN_1734950	4016	LOXL1
ILMN_1761175	6199	RPS6KB2
ILMN_2181125	63908	NAPB
ILMN_2143261	541578	CXorf40B
ILMN_1808041	4736	RPL10A
ILMN_1713031	10404	CPQ
ILMN_2044453	57121	LPAR5
ILMN_1720496	2977	GUCY1A2
ILMN_1667081	894	CCND2
ILMN_1699728	686	BTD
ILMN_1810441	10612	TRIM3
ILMN_2054652	7306	TYRP1
ILMN_1655405	91179	SCARF2
ILMN_1687827	282890	ZNF311
ILMN_2334760	51566	ARMCX3
ILMN_1668125	25924	MYRIP
ILMN_2370208	123920	CMTM3
ILMN_1811470	26499	PLEK2
ILMN_1796339	59339	PLEKHA2
ILMN_1744252	729264	LOC729264
ILMN_1697777	7264	TSTA3
ILMN_1659753	3920	LAMP2
ILMN_1682738	4088	SMAD3
ILMN_1745271	54512	EXOSC4
ILMN_1726547	4217	MAP3K5
ILMN_1667079	6712	SPTBN2
ILMN_1761425	169611	OLFML2A
ILMN_1713499	8840	WISP1
ILMN_1741096	2222	FDFT1
ILMN_1874530	81624	DIAPH3
ILMN_2370365	5984	RFC4
ILMN_1698554	65985	AACS
ILMN_1688772	78998	C8orf51
ILMN_1683279	5190	PEX6
ILMN_1710209	54842	MFSD6
ILMN_1725366	10998	SLC27A5
ILMN_1755077	23593	HEBP2
ILMN_1699206	85462	FHDC1
ILMN_2185604	146723	C17orf77
ILMN_1783805	29944	PNMA3
ILMN_1808584	116228	COX20
ILMN_1784661	23670	TMEM2
ILMN_1672191	515	ATP5F1
ILMN_1800412	649	BMP1
ILMN_1745374	3430	IFI35
ILMN_1720531	23030	KDM4B
ILMN_1698231	50484	RRM2B
ILMN_1681520	84649	DGAT2
ILMN_1712066	23086	EXPH5
ILMN_2056032	4267	CD99
ILMN_2122511	147372	CCBE1
ILMN_2123559	374986	FAM73A
ILMN_1746784	122060	SLAIN1
ILMN_1781636	64856	VWA1
ILMN_1735743	129804	FBLN7
ILMN_2181432	390928	PAPL
ILMN_1701006	124790	HEXIM2
ILMN_2053538	54933	RHBDL2
ILMN_1675844	9948	WDR1
ILMN_1718977	4616	GADD45B
ILMN_1668277	640	BLK
ILMN_2376723	1030	CDKN2B
ILMN_2095759	79627	OGFRL1
ILMN_1779031	131368	ZPLD1
ILMN_1703572	64881	PCDH20
ILMN_1699676	171546	SPTSSA
ILMN_2336647	23530	NNT
ILMN_1709937	3783	KCNN4
ILMN_1736863	55281	TMEM140
ILMN_1764314	2245	FGD1
ILMN_1663751	54205	CYCS
ILMN_1777740	51337	C8orf55
ILMN_1718972	113655	MFSD3
ILMN_1662954	10574	CCT7
ILMN_1710644	91862	MARVELD3
ILMN_1703886	6567	SLC16A2
ILMN_2074860	125050	RN7SK
ILMN_1737611	6843	VAMP1
ILMN_1676197	84918	LRP11
ILMN_1678454	837	CASP4
ILMN_1804328	11059	WWP1
ILMN_1729095	23037	PDZD2
ILMN_2162989	387521	TMEM189
ILMN_2350183	6764	ST5
ILMN_1790518	9767	PHF16
ILMN_1676563	5654	HTRA1
ILMN_1768110	51776	ZAK
ILMN_1730765	56940	DUSP22
ILMN_1769694	41	ASIC1
ILMN_1696463	6688	SPI1
ILMN_1651838	27289	RND1
ILMN_1808999	128272	ARHGEF19
ILMN_1768816	7112	TMPO
ILMN_1743836	439921	MXRA7
ILMN_1671603	90390	MED30
ILMN_1746378	84514	GHDC
ILMN_1791593	160518	DENND5B
ILMN_1794442	84627	ZNF469
ILMN_2399140	5878	RAB5C
ILMN_1657515	9252	RPS6KA5
ILMN_1688639	25827	FBXL2
ILMN_1803810	6238	RRBP1
ILMN_1674032	5825	ABCD3
ILMN_1800341	144406	WDR66
ILMN_2370624	1305	COL13A1
ILMN_1730639	55356	SLC22A15
ILMN_1803818	23057	NMNAT2
ILMN_2184109	10568	SLC34A2
ILMN_1748241	401541	CENPP
ILMN_2415979	85452	KIAA1751
ILMN_1912185	10082	GPC6
ILMN_2219131	6209	RPS15
ILMN_2392356	56474	CTPS2
ILMN_1700202	65084	TMEM135
ILMN_2147435	4124	MAN2A1
ILMN_1714820	3688	ITGB1
ILMN_1801043	2934	GSN
ILMN_1763344	116	ADCYAP1
ILMN_1792256	6909	TBX2
ILMN_2290118	1955	MEGF9
ILMN_1713491	6844	VAMP2
ILMN_1743933	57616	TSHZ3
ILMN_2178855	57678	GPAM
ILMN_1706246	22948	CCT5
ILMN_1693340	5881	RAC3
ILMN_1813763	6575	SLC20A2
ILMN_1659781	114788	CSMD3
ILMN_1691376	182	JAG1
ILMN_1753112	921	CD5
ILMN_1808238	348093	RBPMS2
ILMN_1716591	6698	SPRR1A
ILMN_2334531	2707	GJB3
ILMN_2363165	10579	TACC2
ILMN_1810628	158471	PRUNE2
ILMN_1711994	10312	TCIRG1
ILMN_1757636	133383	SETD9
ILMN_1794612	7318	UBA7
ILMN_1766363	2322	FLT3
ILMN_1744240	93594	WDR67
ILMN_1682099	388121	TNFAIP8L3
ILMN_1805853	653583	PHLDB3
ILMN_1742330	5364	PLXNB1
ILMN_1671911	9112	MTA1
ILMN_1761084	252995	FNDC5
ILMN_1795063	284273	ZADH2
ILMN_1710284	3280	HES1
ILMN_1710844	84875	PARP10
ILMN_1700042	83660	TLN2
ILMN_1785272	1278	COL1A2
ILMN_1746919	23729	SHPK
ILMN_1685856	137392	FAM92A1
ILMN_1698367	8832	CD84
ILMN_1812926	118429	ANTXR2
ILMN_1770053	5931	RBBP7
ILMN_1740572	6948	TCN2
ILMN_1759792	79745	CLIP4
ILMN_1709043	55848	C9orf46
ILMN_1809850	57333	RCN3
ILMN_1672661	3431	SP110
ILMN_1804562	1317	SLC31A1
ILMN_1749180	54845	ESRP1
ILMN_1756705	63922	CHTF18
ILMN_2379520	3029	HAGH
ILMN_1763842	138428	PTRH1
ILMN_1712430	516	ATP5G1
ILMN_1727466	27345	KCNMB4
ILMN_2384122	9289	GPR56
ILMN_1739222	2119	ETV5
ILMN_1708059	8975	USP13
ILMN_1693430	654364	NME1-NME2
ILMN_1732343	23387	SIK3
ILMN_1769633	1519	CTSO
ILMN_1689160	64174	DPEP2
ILMN_1758939	8767	RIPK2
ILMN_2194577	83483	PLVAP
ILMN_1770044	1138	CHRNA5
ILMN_2371053	1942	EFNA1
ILMN_1682354	26818	SNORD33
ILMN_1796755	3693	ITGB5
ILMN_2407851	54756	IL17RD
ILMN_2313889	91120	ZNF682
ILMN_1769779	11156	PTP4A3
ILMN_2276290	55103	RALGPS2
ILMN_2328094	51339	DACT1
ILMN_1790962	126432	RINL
ILMN_1745213	56132	PCDHB3
ILMN_2043918	10301	DLEU1
ILMN_2325008	79665	DHX40
ILMN_1767691	84313	VPS25
ILMN_1670875	8493	PPM1D
ILMN_1806320	8496	PPFIBP1
ILMN_1784364	80765	STARD5
ILMN_2335704	4689	NCF4
ILMN_1657234	6364	CCL20
ILMN_1735461	9188	DDX21
ILMN_1745420	26147	PHF19
ILMN_1799744	2581	GALC
ILMN_2374778	1854	DUT
ILMN_1703926	5732	PTGER2
ILMN_2115434	10981	RAB32
ILMN_1711542	92421	CHMP4C
ILMN_1718852	5334	PLCL1
ILMN_1839750	100131607	LOC100131607
ILMN_1781812	8013	NR4A3
ILMN_1750044	9326	ZNHIT3
ILMN_1735045	53947	A4GALT
ILMN_1678904	2027	ENO3
ILMN_1796734	6678	SPARC
ILMN_1738992	4332	MNDA
ILMN_1815705	54585	LZTFL1
ILMN_1657361	23492	CBX7
ILMN_1750785	84958	SYTL1
ILMN_1779875	7070	THY1
ILMN_2080611	23590	PDSS1
ILMN_1699275	221806	VWDE
ILMN_1652072	167359	NIM1
ILMN_1657199	23114	NFASC
ILMN_2107004	2825	GPR1
ILMN_2323801	4337	MOCS1
ILMN_1709307	26086	GPSM1
ILMN_1727574	152485	ZNF827
ILMN_2081070	685	BTC
ILMN_1784553	6383	SDC2
ILMN_1721818	9071	CLDN10
ILMN_1730032	666	BOK
ILMN_1734830	4524	MTHFR
ILMN_1780831	6539	SLC6A12
ILMN_1810838	92140	MTDH
ILMN_1732127	64080	RBKS
ILMN_1651429	140606	SELM
ILMN_1674349	117245	HRASLS5
ILMN_1713156	10943	MSL3
ILMN_1742332	115207	KCTD12
ILMN_1770399	219621	C10orf107
ILMN_1787259	285498	RNF212
ILMN_2361768	1134	CHRNA1
ILMN_1706498	29940	DSE
ILMN_1702787	64218	SEMA4A
ILMN_1771462	25873	RPL36
ILMN_1807633	10247	HRSP12
ILMN_1652407	23613	ZMYND8
ILMN_1719498	253152	EPHX4
ILMN_1778595	6588	SLN
ILMN_1788547	2730	GCLM
ILMN_1800642	5649	RELN
ILMN_2324157	9039	UBA3
ILMN_1709044	60436	TGIF2
ILMN_1695590	154	ADRB2
ILMN_1683859	6541	SLC7A1
ILMN_1654210	911	CD1C
ILMN_1706706	10238	DCAF7
ILMN_1799853	10558	SPTLC1
ILMN_1681591	5770	PTPN1
ILMN_1793672	147912	SIX5
ILMN_2077905	5738	PTGFRN
ILMN_1696684	55138	FAM90A1
ILMN_1659106	23612	PHLDA3
ILMN_1712347	6431	SRSF6
ILMN_1804448	124540	MSI2
ILMN_1744795	6907	TBL1X
ILMN_1658494	28984	RGCC
ILMN_1782043	2892	GRIA3
ILMN_1705922	10458	BAIAP2
ILMN_1654262	64393	ZMAT3
ILMN_1717490	6128	RPL6
ILMN_2362982	51742	ARID4B
ILMN_1778523	687	KLF9
ILMN_1673899	79850	FAM57A
ILMN_2399363	50856	CLEC4A
ILMN_1653203	30008	EFEMP2
ILMN_1716445	1841	DTYMK
ILMN_1806804	9097	USP14
ILMN_2383058	55423	SIRPG
ILMN_1692545	4869	NPM1
ILMN_1710571	64282	PAPD5
ILMN_1714523	9843	HEPH
ILMN_1700950	646567	OSTCP2
ILMN_1718424	28957	MRPS28
ILMN_1780546	5008	OSM
ILMN_1799134	3824	KLRD1
ILMN_1680344	8736	MYOM1
ILMN_1664362	84251	SGIP1
ILMN_1801090	125113	KRT222
ILMN_1681081	10555	AGPAT2
ILMN_2149782	10266	RAMP2
ILMN_1735495	11138	TBC1D8
ILMN_1653652	5788	PTPRC
ILMN_1751020	29993	PACSIN1
ILMN_1789702	2632	GBE1
ILMN_2150851	5055	SERPINB2
ILMN_1810901	10535	RNASEH2A
ILMN_1664012	124583	CANT1
ILMN_1806733	80781	COL18A1
ILMN_1740430	56731	SLC2A4RG
ILMN_1690259	8480	RAE1
ILMN_2373062	79651	RHBDF2
ILMN_2405592	83460	TMEM93
ILMN_2160929	2237	FEN1
ILMN_1658639	283537	SLC46A3
ILMN_1690907	1235	CCR6
ILMN_1676503	10921	RNPS1
ILMN_1688753	9791	PTDSS1
ILMN_1695290	10979	FERMT2
ILMN_1787923	57104	PNPLA2
ILMN_1793934	23761	PISD
ILMN_1668345	220323	OAF
ILMN_2129572	2152	F3
ILMN_1728168	51012	SLMO2
ILMN_1769517	5591	PRKDC
ILMN_1712197	27094	KCNMB3
ILMN_1695945	4212	MEIS2
ILMN_1756701	79154	DHRS11
ILMN_1743345	100131755	ARMCX4
ILMN_1701308	1277	COL1A1
ILMN_2367215	5547	PRCP
ILMN_1756779	1213	CLTC
ILMN_1738767	5355	PLP2
ILMN_1752117	55529	TMEM55A
ILMN_2054554	285605	DTWD2
ILMN_1821176	54941	RNF125
ILMN_2311548	51651	PTRH2
ILMN_1687080	1915	EEF1A1
ILMN_1693004	140710	SOGA1
ILMN_1683127	23528	ZNF281
ILMN_1789338	10174	SORBS3
ILMN_2396982	83596	BCL2L12
ILMN_1803213	25878	MXRA5
ILMN_1704369	51474	LIMA1
ILMN_2041577	79581	SLC52A2
ILMN_2046470	23002	DAAM1
ILMN_1729144	9166	EBAG9
ILMN_2373831	10384	BTN3A3
ILMN_1696469	8502	PKP4
ILMN_1737580	27351	PPPDE2
ILMN_1660986	8863	PER3
ILMN_2227968	4913	NTHL1
ILMN_1667361	51226	COPZ2
ILMN_1658143	5983	RFC3
ILMN_1674250	3071	NCKAP1L
ILMN_1781419	51501	C11orf73
ILMN_1746148	375387	LRRC33
ILMN_2371590	10521	DDX17
ILMN_1681846	163255	ZNF540
ILMN_1657631	55620	STAP2
ILMN_2398865	54832	VPS13C
ILMN_1669465	64800	EFCAB6
ILMN_1773079	1281	COL3A1
ILMN_1680692	64710	NUCKS1
ILMN_2330861	10051	SMC4
ILMN_1702933	79924	ADM2
ILMN_1722127	25788	RAD54B
ILMN_1675936	51751	HIGD1B
ILMN_1672589	10509	SEMA4B
ILMN_1805973	2842	GPR19
ILMN_2358457	468	ATF4
ILMN_1664348	8228	PNPLA4
ILMN_2415926	84321	THOC3
ILMN_2398489	10280	SIGMAR1
ILMN_2363392	8740	TNFSF14
ILMN_1657550	4597	MVD
ILMN_2308689	60509	AGBL5
ILMN_1717046	79817	MOB3B
ILMN_1751028	871	SERPINH1
ILMN_1663919	7032	TFF2
ILMN_1707493	1104	RCC1
ILMN_1783676	80071	CCDC15
ILMN_1690320	64927	TTC23
